trike_id,hub_id,start_tick,end_tick
trike0,hub8,449,1080
trike1,hub8,490,1080
trike2,hub8,321,1080
trike3,hub8,446,1080
trike4,hub8,315,1080
trike5,hub8,367,1080
trike6,hub8,298,1080
trike7,hub8,387,1080
trike8,hub8,429,1080
trike9,hub8,378,1059
trike10,hub7,373,1080
trike11,hub7,400,1080
trike12,hub7,358,1080
trike13,hub7,335,1080
trike14,hub7,501,1075
trike15,hub6,303,1080
trike16,hub6,281,1080
trike17,hub6,408,1080
trike18,hub6,369,1080
trike19,hub6,401,1080
trike20,hub5,382,1080
trike21,hub5,431,1080
trike22,hub5,584,1079
trike23,hub5,354,1080
trike24,hub5,489,1080
trike25,hub5,483,1080
trike26,hub5,314,1080
trike27,hub5,367,881
trike28,hub5,478,992
trike29,hub5,303,1080
trike30,hub4,426,1080
trike31,hub4,381,1080
trike32,hub4,349,1080
trike33,hub4,388,1080
trike34,hub4,367,1006
trike35,hub3,446,1080
trike36,hub3,318,1080
trike37,hub3,294,1080
trike38,hub3,401,1080
trike39,hub3,354,1080
trike40,hub2,416,1080
trike41,hub2,422,1080
trike42,hub2,318,1080
trike43,hub2,442,1080
trike44,hub2,503,411
trike45,hub1,367,1080
trike46,hub1,442,1080
trike47,hub1,386,987
trike48,hub1,405,1080
trike49,hub1,351,1080
trike50,hub1,376,1080
trike51,hub1,470,1080
trike52,hub1,477,1080
trike53,hub1,354,1080
trike54,hub1,362,1080
trike55,hub1,421,1080
trike56,hub1,320,1080
trike57,hub1,421,1080
trike58,hub1,404,1045
trike59,hub1,394,1080
trike60,hub0,291,1080
trike61,hub0,364,1080
trike62,hub0,352,951
trike63,hub0,375,1080
trike64,hub0,451,1080
