trike_id,hub_id,start_tick,end_tick
trike0,hub8,440,1080
trike1,hub8,302,1080
trike2,hub8,397,1080
trike3,hub8,402,1080
trike4,hub8,385,1080
trike5,hub8,384,1042
trike6,hub8,484,1080
trike7,hub8,331,1080
trike8,hub8,439,1080
trike9,hub8,270,1080
trike10,hub7,398,696
trike11,hub7,229,1080
trike12,hub7,409,1080
trike13,hub7,544,1080
trike14,hub7,519,1080
trike15,hub6,568,1072
trike16,hub6,359,1080
trike17,hub6,378,1080
trike18,hub6,428,1080
trike19,hub6,335,1080
trike20,hub5,339,1080
trike21,hub5,222,825
trike22,hub5,507,1080
trike23,hub5,265,1080
trike24,hub5,541,1012
trike25,hub5,309,1080
trike26,hub5,366,1080
trike27,hub5,494,1040
trike28,hub5,494,1080
trike29,hub5,438,1080
trike30,hub4,485,1080
trike31,hub4,389,1080
trike32,hub4,386,1080
trike33,hub4,273,892
trike34,hub4,413,993
trike35,hub3,350,1080
trike36,hub3,311,1080
trike37,hub3,570,1080
trike38,hub3,368,1080
trike39,hub3,353,1080
trike40,hub2,370,1053
trike41,hub2,461,1080
trike42,hub2,359,1080
trike43,hub2,449,1080
trike44,hub2,548,1080
trike45,hub1,372,1080
trike46,hub1,526,945
trike47,hub1,419,1080
trike48,hub1,513,737
trike49,hub1,192,1080
trike50,hub1,344,1080
trike51,hub1,375,1080
trike52,hub1,383,1080
trike53,hub1,420,1080
trike54,hub1,307,864
trike55,hub1,358,1080
trike56,hub1,304,1080
trike57,hub1,392,1080
trike58,hub1,275,1080
trike59,hub1,462,1080
trike60,hub0,436,1080
trike61,hub0,455,1080
trike62,hub0,356,1080
trike63,hub0,309,1051
trike64,hub0,337,1080
