trike_id,hub_id,start_tick,end_tick
trike0,hub8,376,1080
trike1,hub8,593,982
trike2,hub8,240,1080
trike3,hub8,358,1080
trike4,hub8,507,1080
trike5,hub8,330,1080
trike6,hub8,243,1080
trike7,hub8,464,1063
trike8,hub8,311,1080
trike9,hub8,367,1080
trike10,hub7,269,1080
trike11,hub7,460,1080
trike12,hub7,495,1080
trike13,hub7,467,1080
trike14,hub7,319,1080
trike15,hub6,305,1079
trike16,hub6,382,1080
trike17,hub6,382,1080
trike18,hub6,281,1080
trike19,hub6,404,1080
trike20,hub5,352,1080
trike21,hub5,445,1080
trike22,hub5,409,1080
trike23,hub5,364,1080
trike24,hub5,604,1080
trike25,hub5,518,1080
trike26,hub5,325,1080
trike27,hub5,296,1080
trike28,hub5,422,1080
trike29,hub5,380,1080
trike30,hub4,418,1025
trike31,hub4,441,1080
trike32,hub4,549,1080
trike33,hub4,339,1080
trike34,hub4,396,1080
trike35,hub3,319,904
trike36,hub3,367,1080
trike37,hub3,443,1080
trike38,hub3,393,1080
trike39,hub3,316,1080
trike40,hub2,331,1080
trike41,hub2,281,44
trike42,hub2,476,1080
trike43,hub2,365,1080
trike44,hub2,313,1080
trike45,hub1,398,851
trike46,hub1,298,1080
trike47,hub1,471,1080
trike48,hub1,358,1080
trike49,hub1,358,1080
trike50,hub1,563,1080
trike51,hub1,408,1080
trike52,hub1,573,927
trike53,hub1,327,1080
trike54,hub1,339,913
trike55,hub1,364,1011
trike56,hub1,489,903
trike57,hub1,421,1080
trike58,hub1,345,1080
trike59,hub1,461,1080
trike60,hub0,492,1080
trike61,hub0,307,1068
trike62,hub0,364,1080
trike63,hub0,309,1080
trike64,hub0,563,836
