trike_id,hub_id,start_tick,end_tick
trike0,hub8,514,1080
trike1,hub8,276,1080
trike2,hub8,292,1080
trike3,hub8,438,1080
trike4,hub8,331,1080
trike5,hub8,451,1080
trike6,hub8,519,1080
trike7,hub8,302,1080
trike8,hub8,398,1080
trike9,hub8,362,1080
trike10,hub7,413,1080
trike11,hub7,426,1080
trike12,hub7,390,1080
trike13,hub7,392,1080
trike14,hub7,345,792
trike15,hub6,351,1033
trike16,hub6,284,1080
trike17,hub6,330,1080
trike18,hub6,241,974
trike19,hub6,356,1080
trike20,hub5,503,1080
trike21,hub5,365,1080
trike22,hub5,601,1080
trike23,hub5,484,1080
trike24,hub5,381,1080
trike25,hub5,319,1080
trike26,hub5,397,816
trike27,hub5,431,1080
trike28,hub5,476,1080
trike29,hub5,353,1080
trike30,hub4,478,1080
trike31,hub4,359,880
trike32,hub4,437,1050
trike33,hub4,467,1080
trike34,hub4,292,1080
trike35,hub3,342,1080
trike36,hub3,425,1080
trike37,hub3,408,1080
trike38,hub3,418,994
trike39,hub3,376,1080
trike40,hub2,510,865
trike41,hub2,321,1080
trike42,hub2,346,1080
trike43,hub2,332,1080
trike44,hub2,432,1080
trike45,hub1,468,1080
trike46,hub1,478,1080
trike47,hub1,337,1080
trike48,hub1,371,1080
trike49,hub1,338,1080
trike50,hub1,484,1080
trike51,hub1,500,1039
trike52,hub1,435,1080
trike53,hub1,448,1080
trike54,hub1,382,1080
trike55,hub1,502,1080
trike56,hub1,350,1080
trike57,hub1,396,1080
trike58,hub1,407,978
trike59,hub1,311,1080
trike60,hub0,457,1080
trike61,hub0,389,938
trike62,hub0,256,1080
trike63,hub0,464,1037
trike64,hub0,373,1080
