trike_id,expense_type,amount,tick
trike0,end_gas,5.314395204899657,1080
trike1,end_gas,2.8878036143577286,1080
trike2,end_gas,3.249988510366825,1080
trike3,end_gas,4.321366728497552,1080
trike4,end_gas,2.133794505824668,1080
trike5,end_gas,2.5713271523667847,1080
trike6,end_gas,3.156436102854662,1080
trike7,end_gas,3.6988823306592375,1080
trike8,end_gas,3.3616387569023614,1080
trike9,end_gas,4.516227781499744,1080
trike10,end_gas,4.20907332056293,1080
trike11,end_gas,3.1242328802214683,1080
trike12,end_gas,2.8930761409502597,1080
trike13,end_gas,3.187171426608871,1080
trike14,end_gas,2.889576562396821,1080
trike15,end_gas,1.653237138649542,1080
trike16,end_gas,2.117998707497629,1080
trike17,end_gas,3.9945982924970895,1080
trike18,end_gas,3.43271190234603,1080
trike19,end_gas,2.301933713862293,1080
trike20,end_gas,2.450658322461409,1080
trike21,end_gas,2.6280493540689265,1080
trike22,end_gas,3.491473105329474,1080
trike23,end_gas,6.007862386212521,1080
trike24,end_gas,4.505789891717188,1080
trike25,end_gas,3.4999722298074616,1080
trike26,end_gas,2.8614316223122462,1080
trike27,end_gas,3.667890365114898,1080
trike28,end_gas,2.1561821420914167,1080
trike29,end_gas,5.014864837702046,1080
trike30,end_gas,2.661232663478476,1080
trike31,end_gas,3.704445461134244,1080
trike32,end_gas,2.384379323959932,1080
trike33,end_gas,2.1595743666356957,1080
trike34,end_gas,4.012052896728379,1080
trike35,end_gas,4.8959732223429695,1080
trike36,end_gas,4.486058559207628,1080
trike37,end_gas,4.440227065977448,1080
trike38,end_gas,5.666068722857119,1080
trike39,end_gas,3.829272731753397,1080
trike40,end_gas,5.109007208763159,1080
trike41,end_gas,2.453586476928881,1080
trike42,end_gas,3.0254911234489037,1080
trike43,end_gas,2.085821032802291,1080
trike44,end_gas,3.307104015477375,1080
trike45,end_gas,4.277034221704765,1080
trike46,end_gas,5.433400342430004,1080
trike47,end_gas,2.9996191156012317,1080
trike48,end_gas,2.8414238059994297,1080
trike49,end_gas,5.36385128878736,1080
trike50,end_gas,2.299786941770593,1080
trike51,end_gas,3.361758931005673,1080
trike52,end_gas,4.820482928991953,1080
trike53,end_gas,3.9156176292403515,1080
trike54,end_gas,5.122025478050343,1080
trike55,end_gas,4.482531938136097,1080
trike56,end_gas,4.987954579511562,1080
trike57,end_gas,2.815585530305871,1080
trike58,end_gas,4.634078371734708,1080
trike59,end_gas,5.12957930746533,1080
trike60,end_gas,3.2417113123063808,1080
trike61,end_gas,4.525594956640873,1080
trike62,end_gas,2.2955446930671797,1080
trike63,end_gas,4.655180811121526,1080
trike64,end_gas,3.9821209631369796,1080
trike0,daily_expense,[736.25399495],1080
trike1,daily_expense,[283.9369782],1080
trike2,daily_expense,[216.71406082],1080
trike3,daily_expense,[328.77858038],1080
trike4,daily_expense,[276.4849801],1080
trike5,daily_expense,[647.18475271],1080
trike6,daily_expense,[517.42023096],1080
trike7,daily_expense,[703.59160794],1080
trike8,daily_expense,[1085.23528574],1080
trike9,daily_expense,[513.98131465],1080
trike10,daily_expense,[360.52446234],1080
trike11,daily_expense,[332.65641256],1080
trike12,daily_expense,[282.52509521],1080
trike13,daily_expense,[881.57724059],1080
trike14,daily_expense,[471.77962196],1080
trike15,daily_expense,[217.75362489],1080
trike16,daily_expense,[208.26254432],1080
trike17,daily_expense,[579.03616485],1080
trike18,daily_expense,[412.23206716],1080
trike19,daily_expense,[446.98955491],1080
trike20,daily_expense,[370.74855412],1080
trike21,daily_expense,[255.26369269],1080
trike22,daily_expense,[845.17920163],1080
trike23,daily_expense,[290.70321578],1080
trike24,daily_expense,[440.88061699],1080
trike25,daily_expense,[410.10027598],1080
trike26,daily_expense,[235.58803408],1080
trike27,daily_expense,[459.68682074],1080
trike28,daily_expense,[480.37347525],1080
trike29,daily_expense,[262.65966715],1080
trike30,daily_expense,[607.0437759],1080
trike31,daily_expense,[342.93941455],1080
trike32,daily_expense,[356.66942538],1080
trike33,daily_expense,[262.7916527],1080
trike34,daily_expense,[596.27448487],1080
trike35,daily_expense,[196.04427655],1080
trike36,daily_expense,[413.27419988],1080
trike37,daily_expense,[1024.42187683],1080
trike38,daily_expense,[1067.32722834],1080
trike39,daily_expense,[971.77283906],1080
trike40,daily_expense,[231.27519745],1080
trike41,daily_expense,[534.15084561],1080
trike42,daily_expense,[142.25110724],1080
trike43,daily_expense,[267.79370903],1080
trike44,daily_expense,[282.81600867],1080
trike45,daily_expense,[199.67538137],1080
trike46,daily_expense,[542.89270828],1080
trike47,daily_expense,[278.76887172],1080
trike48,daily_expense,[285.39895897],1080
trike49,daily_expense,[249.70792323],1080
trike50,daily_expense,[340.31872709],1080
trike51,daily_expense,[347.39907711],1080
trike52,daily_expense,[821.46546733],1080
trike53,daily_expense,[712.4830613],1080
trike54,daily_expense,[244.17250063],1080
trike55,daily_expense,[703.3105299],1080
trike56,daily_expense,[460.03776897],1080
trike57,daily_expense,[328.46256997],1080
trike58,daily_expense,[370.58285042],1080
trike59,daily_expense,[232.08641417],1080
trike60,daily_expense,[708.88263455],1080
trike61,daily_expense,[593.66863039],1080
trike62,daily_expense,[252.77749418],1080
trike63,daily_expense,[172.32096768],1080
trike64,daily_expense,[305.60988223],1080
