trike_id,hub_id,start_tick,end_tick
trike0,hub8,414,1080
trike1,hub8,390,1080
trike2,hub8,512,1080
trike3,hub8,432,1080
trike4,hub8,372,1080
trike5,hub8,399,1080
trike6,hub8,387,1080
trike7,hub8,483,1080
trike8,hub8,355,1030
trike9,hub8,227,1015
trike10,hub7,380,1080
trike11,hub7,479,1080
trike12,hub7,384,1080
trike13,hub7,275,1080
trike14,hub7,490,1080
trike15,hub6,370,875
trike16,hub6,418,1080
trike17,hub6,418,939
trike18,hub6,418,1080
trike19,hub6,363,1080
trike20,hub5,493,1000
trike21,hub5,513,1080
trike22,hub5,512,1046
trike23,hub5,524,940
trike24,hub5,445,1080
trike25,hub5,465,1080
trike26,hub5,489,1080
trike27,hub5,536,1080
trike28,hub5,430,1080
trike29,hub5,222,1080
trike30,hub4,416,1080
trike31,hub4,400,1080
trike32,hub4,417,1080
trike33,hub4,466,1080
trike34,hub4,347,678
trike35,hub3,398,1080
trike36,hub3,321,1080
trike37,hub3,372,1080
trike38,hub3,372,1080
trike39,hub3,297,1080
trike40,hub2,423,1080
trike41,hub2,465,1080
trike42,hub2,378,1080
trike43,hub2,271,1080
trike44,hub2,345,1080
trike45,hub1,376,1080
trike46,hub1,399,1002
trike47,hub1,529,1080
trike48,hub1,439,1080
trike49,hub1,369,1080
trike50,hub1,428,1080
trike51,hub1,390,1080
trike52,hub1,363,1080
trike53,hub1,372,1080
trike54,hub1,295,1058
trike55,hub1,319,1080
trike56,hub1,323,1046
trike57,hub1,458,1080
trike58,hub1,477,1080
trike59,hub1,634,1080
trike60,hub0,408,890
trike61,hub0,312,1080
trike62,hub0,328,1080
trike63,hub0,380,1080
trike64,hub0,466,1080
