trike_id,hub_id,start_tick,end_tick
trike0,hub8,408,1080
trike1,hub8,317,1080
trike2,hub8,502,1080
trike3,hub8,403,1080
trike4,hub8,388,1068
trike5,hub8,227,1080
trike6,hub8,303,996
trike7,hub8,345,814
trike8,hub8,338,1080
trike9,hub8,399,1080
trike10,hub7,332,1080
trike11,hub7,260,971
trike12,hub7,379,1000
trike13,hub7,363,1080
trike14,hub7,385,1080
trike15,hub6,511,1024
trike16,hub6,356,1080
trike17,hub6,445,1080
trike18,hub6,385,1080
trike19,hub6,327,946
trike20,hub5,295,931
trike21,hub5,252,1080
trike22,hub5,448,1046
trike23,hub5,301,1080
trike24,hub5,330,1080
trike25,hub5,365,1080
trike26,hub5,339,791
trike27,hub5,310,1080
trike28,hub5,390,1080
trike29,hub5,542,1080
trike30,hub4,375,1080
trike31,hub4,492,1080
trike32,hub4,365,1080
trike33,hub4,478,1080
trike34,hub4,255,1080
trike35,hub3,477,1080
trike36,hub3,370,1080
trike37,hub3,298,1080
trike38,hub3,430,1080
trike39,hub3,359,1080
trike40,hub2,387,911
trike41,hub2,415,1080
trike42,hub2,373,1080
trike43,hub2,448,1080
trike44,hub2,399,1080
trike45,hub1,343,1080
trike46,hub1,517,1080
trike47,hub1,547,1080
trike48,hub1,382,1080
trike49,hub1,296,1080
trike50,hub1,412,1080
trike51,hub1,405,1080
trike52,hub1,306,1080
trike53,hub1,368,1080
trike54,hub1,346,1080
trike55,hub1,571,1080
trike56,hub1,552,1028
trike57,hub1,356,1080
trike58,hub1,491,1080
trike59,hub1,328,1027
trike60,hub0,370,1080
trike61,hub0,380,1080
trike62,hub0,445,1080
trike63,hub0,330,1080
trike64,hub0,571,853
