trike_id,hub_id,start_tick,end_tick
trike0,hub8,361,617
trike1,hub8,526,902
trike2,hub8,404,1054
trike3,hub8,434,1080
trike4,hub8,422,1080
trike5,hub8,543,1080
trike6,hub8,322,1080
trike7,hub8,323,1076
trike8,hub8,264,1080
trike9,hub8,412,749
trike10,hub7,537,927
trike11,hub7,423,1030
trike12,hub7,295,1080
trike13,hub7,370,1080
trike14,hub7,516,1080
trike15,hub6,579,1080
trike16,hub6,377,1064
trike17,hub6,351,1080
trike18,hub6,334,1080
trike19,hub6,401,1080
trike20,hub5,315,1080
trike21,hub5,588,1036
trike22,hub5,328,1080
trike23,hub5,367,1080
trike24,hub5,463,1080
trike25,hub5,454,1080
trike26,hub5,442,1080
trike27,hub5,502,1080
trike28,hub5,390,1080
trike29,hub5,443,1080
trike30,hub4,399,1080
trike31,hub4,314,1080
trike32,hub4,309,1080
trike33,hub4,376,1080
trike34,hub4,498,1050
trike35,hub3,464,1080
trike36,hub3,557,1080
trike37,hub3,343,1080
trike38,hub3,352,928
trike39,hub3,322,1080
trike40,hub2,491,1080
trike41,hub2,378,1080
trike42,hub2,375,1080
trike43,hub2,503,1080
trike44,hub2,500,1080
trike45,hub1,302,1040
trike46,hub1,371,1074
trike47,hub1,377,1080
trike48,hub1,385,787
trike49,hub1,538,1080
trike50,hub1,358,1080
trike51,hub1,413,1080
trike52,hub1,634,1080
trike53,hub1,391,993
trike54,hub1,433,809
trike55,hub1,346,864
trike56,hub1,295,1080
trike57,hub1,420,1080
trike58,hub1,352,1080
trike59,hub1,373,1080
trike60,hub0,494,950
trike61,hub0,407,1080
trike62,hub0,330,1080
trike63,hub0,419,1080
trike64,hub0,370,1080
