run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike61,E196,E56,1516.28,100,2272
run002,trike16,E57,E3,1232.02,70,2498
run002,trike44,E74,-E3,900.94,50,2566
run002,trike36,E97,E3,1073.3,70,2470
run002,trike55,E154,E3,883.1200000000001,50,2504
run002,trike62,E196,E3,1841.6499999999999,100,2611
run002,trike39,E97,E3,1073.3,70,2554
run002,trike31,E106,E56,2508.9599999999996,150,2372
run002,trike58,E154,E3,883.1200000000001,50,2780
run002,trike48,E154,E0,1699.0499999999997,100,2665
run002,trike25,E41,-E3,470.8,50,2965
run002,trike49,E154,E56,845.02,50,2975
run002,trike43,E74,E56,2328.2799999999997,120,2618
run002,trike56,E154,E0,1699.0499999999997,100,2901
run002,trike50,E154,E28,1848.2099999999998,100,2790
run002,trike36,E97,E28,2061.25,120,3139
run002,trike63,E196,-E3,2184.4599999999996,120,3084
run002,trike4,E23,-E3,1674.81,100,3071
run002,trike8,E23,-E3,1674.81,100,3123
run002,trike24,E41,E56,989.8399999999998,50,3336
run002,trike53,E154,E28,1486.3799999999999,70,3216
run002,trike55,E154,E3,883.1200000000001,50,3388
run002,trike23,E41,-E3,470.8,50,3519
run002,trike39,E97,-E3,1114.34,70,3425
run002,trike57,E154,E0,1699.0499999999997,100,3343
run002,trike48,E154,E0,1699.0499999999997,100,3360
run002,trike31,E106,E0,634.4699999999999,50,3676
run002,trike43,E74,E56,838.5799999999999,50,3629
run002,trike16,E57,-E3,1273.06,70,3702
run002,trike25,E41,-E3,1882.6899999999998,100,3753
run002,trike61,E196,E3,2143.4199999999996,120,3696
run002,trike1,E23,E56,2235.7999999999993,120,3470
run002,trike37,E97,E0,1307.1299999999999,70,3817
run002,trike58,E154,E56,845.02,50,3760
run002,trike49,E154,-E3,924.1600000000002,50,3714
run002,trike17,E57,E3,1232.02,70,3860
run002,trike57,E154,E56,845.02,50,3846
run002,trike62,E196,E56,1516.28,100,3647
run002,trike6,E23,E28,464.25999999999993,50,3995
run002,trike44,E74,E56,2536.16,150,3590
run002,trike7,E23,E3,1633.77,100,3863
run002,trike50,E154,E0,1699.0499999999997,100,3805
run002,trike26,E41,E0,1163.06,70,3912
run002,trike63,E196,E56,1516.28,100,3807
run002,trike34,E106,E56,2508.9599999999996,150,3702
run002,trike4,E23,E3,1633.77,100,3951
run002,trike11,E162,-E3,1375.6000000000001,70,3995
run002,trike39,E97,E0,1307.1299999999999,70,4210
run002,trike56,E154,-E3,924.1600000000002,50,4077
run002,trike55,E154,-E3,924.1600000000002,50,4161
run002,trike33,E106,-E3,1855.4899999999998,100,4090
run002,trike18,E57,E3,1232.02,70,4197
run002,trike23,E41,E3,429.76,50,4284
run002,trike52,E154,E0,1699.0499999999997,100,4023
run002,trike64,E196,E3,1484.74,70,4018
run002,trike2,E23,E56,2328.2799999999997,120,3952
run002,trike37,E97,E56,1767.81,100,4007
run002,trike53,E154,E3,883.1200000000001,50,4278
run002,trike9,E23,E56,2328.2799999999997,120,4056
run002,trike30,E106,E28,1706.7899999999997,100,4123
run002,trike25,E41,E3,429.76,50,4510
run002,trike26,E41,-E3,470.8,50,4618
run002,trike36,E97,E28,2061.25,120,4640
run002,trike32,E106,E28,2802.4,150,4665
run002,trike35,E97,E28,2061.25,120,4673
run002,trike48,E154,-E3,924.1600000000002,50,4557
run002,trike24,E41,-E3,470.8,50,4687
run002,trike5,E23,E0,1468.0299999999997,70,4561
run002,trike16,E57,E28,1629.4399999999998,100,4518
run002,trike51,E154,E56,845.02,50,4649
run002,trike26,E41,E56,989.8399999999998,50,4650
run002,trike57,E154,E0,1344.3199999999997,70,4655
run002,trike39,E97,E0,1307.1299999999999,70,4839
run002,trike50,E154,E28,1700.1499999999999,100,4539
run002,trike44,E74,E28,1860.2799999999995,100,4521
run002,trike13,E162,E0,1305.6700000000003,70,4625
run002,trike23,E41,-E3,470.8,50,4857
run002,trike25,E41,E56,884.4,50,4761
run002,trike36,E97,E28,2061.25,120,4888
run002,trike8,E23,-E3,937.8200000000002,50,4828
run002,trike29,E41,E0,1206.5400000000004,70,4687
run002,trike1,E23,E0,1307.1299999999999,70,4821
run002,trike32,E106,E28,2802.4,150,4987
run002,trike60,E196,E0,1127.39,70,4860
run002,trike46,E154,E56,1354.3899999999999,70,4943
run002,trike58,E154,E28,1486.3799999999999,70,4820
run002,trike31,E106,E56,1767.81,100,4891
run002,trike22,E41,E56,989.8399999999998,50,4988
run002,trike2,E23,E3,1633.77,100,4986
run002,trike52,E154,E3,883.1200000000001,50,5076
run002,trike63,E196,E3,1361.84,70,4980
run002,trike43,E74,E3,859.9,50,5316
run002,trike23,E41,E56,989.8399999999998,50,5177
run002,trike34,E106,E56,1852.3,100,5018
run002,trike18,E57,E3,2920.1699999999996,150,4917
run002,trike26,E41,-E3,470.8,50,5404
run002,trike9,E23,E56,2328.2799999999997,120,5151
run002,trike3,E23,E3,1633.77,100,5325
run002,trike53,E154,-E3,924.1600000000002,50,5466
run002,trike48,E154,E3,883.1200000000001,50,5475
run002,trike25,E41,E3,429.76,50,5579
run002,trike4,E23,E0,431.2399999999999,50,5621
run002,trike50,E154,E0,1344.3199999999997,70,5504
run002,trike64,E196,E0,1127.39,70,5510
run002,trike1,E23,E0,617.7399999999999,50,5578
run002,trike24,E41,E3,429.76,50,5661
run002,trike49,E154,E3,883.1200000000001,50,5568
run002,trike30,E106,E56,2508.9599999999996,150,5364
run002,trike29,E41,E56,989.8399999999998,50,5537
run002,trike33,E106,E0,634.4699999999999,50,5733
run002,trike35,E97,E0,1307.1299999999999,70,5734
run002,trike31,E106,E28,2802.4,150,5737
run002,trike22,E41,-E3,470.8,50,5757
run002,trike62,E196,E56,1516.28,100,5392
run002,trike55,E154,-E3,924.1600000000002,50,5679
run002,trike25,E41,E56,989.8399999999998,50,5687
run002,trike18,E57,E56,471.51,50,5842
run002,trike5,E23,E28,2061.25,120,5883
run002,trike6,E23,E28,464.25999999999993,50,5872
run002,trike61,E196,E0,1127.39,70,5778
run002,trike41,E74,E3,859.9,50,5937
run002,trike7,E23,E0,617.7399999999999,50,5881
run002,trike16,E57,E3,1232.02,70,5944
run002,trike32,E106,E28,2802.4,150,6051
run002,trike39,E97,E3,698.1200000000001,50,6027
run002,trike37,E97,E0,1307.1299999999999,70,6084
run002,trike33,E106,-E3,1855.4899999999998,100,5933
run002,trike64,E196,E0,1127.39,70,6064
run002,trike18,E57,-E3,1273.06,70,6233
run002,trike63,E196,E28,973.91,50,6155
run002,trike3,E23,E0,617.7399999999999,50,6245
run002,trike8,E23,E0,617.7399999999999,50,6253
run002,trike62,E196,-E3,1882.6899999999998,100,6270
run002,trike34,E106,E0,1130.61,70,6182
run002,trike30,E106,E28,2802.4,150,6363
run002,trike43,E74,E0,1127.39,70,6227
run002,trike24,E41,-E3,1028.19,70,6239
run002,trike48,E154,E56,845.02,50,6273
run002,trike44,E74,E56,482.28,50,6417
run002,trike20,E41,E0,1163.06,70,6302
run002,trike2,E23,E0,617.7399999999999,50,6369
run002,trike17,E57,E3,1232.02,70,6500
run002,trike51,E154,E0,1699.0499999999997,100,6311
run002,trike11,E162,E0,1305.6700000000003,70,6323
run002,trike60,E196,E3,2143.4199999999996,120,6471
run002,trike30,E106,E0,634.4699999999999,50,6580
run002,trike1,E23,E56,1591.29,100,6360
run002,trike37,E97,-E3,900.94,50,6510
run002,trike50,E154,E3,883.1200000000001,50,6530
run002,trike42,E74,-E3,1028.19,70,6652
run002,trike32,E106,E56,1852.3,100,6473
run002,trike4,E23,-E3,1674.81,100,6597
run002,trike57,E154,E28,1486.3799999999999,70,6491
run002,trike64,E196,E0,1127.39,70,6680
run002,trike61,E196,E0,1127.39,70,6615
run002,trike49,E154,E3,883.1200000000001,50,6760
run002,trike46,E154,E0,1699.0499999999997,100,6648
run002,trike35,E97,E0,1307.1299999999999,70,6902
run002,trike41,E74,-E3,900.94,50,6918
run002,trike53,E154,E56,845.02,50,6836
run002,trike9,E23,E3,1633.77,100,6760
run002,trike52,E154,E0,1699.0499999999997,100,6763
run002,trike20,E41,E3,429.76,50,7015
run002,trike58,E154,E0,1532.48,100,6842
run002,trike3,E23,E0,617.7399999999999,50,7009
run002,trike56,E154,E28,1486.3799999999999,70,6784
run002,trike22,E41,E28,2016.2099999999998,120,6684
run002,trike35,E97,E28,2061.25,120,7129
run002,trike31,E106,E3,1814.4499999999998,100,6865
run002,trike18,E57,E3,1232.02,70,7057
run002,trike24,E41,E3,2062.82,120,7067
run002,trike16,E57,E56,471.51,50,7241
run002,trike15,E57,E0,2092.1200000000003,120,6922
run002,trike26,E41,E28,2016.2099999999998,120,6815
run002,trike42,E74,E56,838.5799999999999,50,7221
run002,trike25,E41,E0,1163.06,70,7170
run002,trike64,E196,E3,2143.4199999999996,120,7256
run002,trike60,E196,-E3,2184.4599999999996,120,7248
run002,trike48,E154,E56,845.02,50,7304
run002,trike20,E41,E56,989.8399999999998,50,7285
run002,trike57,E154,E0,1699.0499999999997,100,7202
run002,trike62,E196,E28,973.91,50,7259
run002,trike44,E74,-E3,900.94,50,7512
run002,trike58,E154,-E3,924.1600000000002,50,7352
run002,trike37,E97,-E3,1114.34,70,7375
run002,trike1,E23,E3,1169.51,70,7382
run002,trike5,E23,E0,617.7399999999999,50,7430
run002,trike61,E196,E28,973.91,50,7336
run002,trike6,E23,E56,2328.2799999999997,120,7189
run002,trike33,E106,E56,1207.6299999999999,70,7475
run002,trike0,E23,-E3,1674.81,100,7271
run002,trike11,E162,E56,1082.3,70,7444
run002,trike51,E154,E56,845.02,50,7574
run002,trike63,E196,E56,2328.2799999999997,120,7417
run002,trike39,E97,-E3,1114.34,70,7631
run002,trike53,E154,E0,1699.0499999999997,100,7579
run002,trike2,E23,E0,617.7399999999999,50,7763
