run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike33,E106,E0,634.4699999999999,50,167
run002,trike61,E196,-E3,2184.4599999999996,120,60
run002,trike62,E196,E56,1516.28,100,21
run002,trike22,E41,-E3,470.8,50,373
run002,trike4,E23,E0,617.7399999999999,50,327
run002,trike25,E41,E3,429.76,50,411
run002,trike49,E154,E0,1699.0499999999997,100,166
run002,trike35,E97,E0,1307.1299999999999,70,542
run002,trike55,E154,E28,1486.3799999999999,70,306
run002,trike22,E41,E3,429.76,50,689
run002,trike48,E154,E56,2328.2799999999997,120,381
run002,trike39,E97,-E3,1114.34,70,726
run002,trike9,E23,E56,2328.2799999999997,120,551
run002,trike1,E23,E28,464.25999999999993,50,979
run002,trike31,E106,E56,2508.9599999999996,150,752
run002,trike2,E23,-E3,1390.81,70,965
run002,trike23,E41,E0,1163.06,70,982
run002,trike57,E154,E56,678.45,50,1082
run002,trike30,E106,E56,2508.9599999999996,150,812
run002,trike35,E97,E3,1073.3,70,1048
run002,trike7,E23,E0,240.51999999999998,50,1243
run002,trike3,E23,E0,617.7399999999999,50,1173
run002,trike50,E154,-E3,924.1600000000002,50,1154
run002,trike22,E41,E56,989.8399999999998,50,1201
run002,trike44,E74,-E3,900.94,50,1394
run002,trike25,E41,E0,1163.06,70,1240
run002,trike4,E23,E56,2328.2799999999997,120,1090
run002,trike37,E97,E28,2061.25,120,1480
run002,trike39,E97,E3,1073.3,70,1390
run002,trike55,E154,E28,1486.3799999999999,70,1452
run002,trike49,E154,E56,845.02,50,1591
run002,trike62,E196,E56,1516.28,100,1561
run002,trike64,E196,E0,1127.39,70,1747
run002,trike36,E97,E3,896.7800000000001,50,1865
run002,trike43,E74,E0,1928.1699999999996,100,1676
run002,trike53,E154,E28,1486.3799999999999,70,1646
run002,trike51,E154,E3,883.1200000000001,50,1893
run002,trike1,E23,-E3,1674.81,100,1869
run002,trike8,E23,E3,859.9,50,2000
run002,trike60,E196,E0,1127.39,70,1985
run002,trike50,E154,-E3,924.1600000000002,50,2069
run002,trike31,E106,E0,1307.1299999999999,70,2011
run002,trike23,E41,-E3,470.8,50,2175
run002,trike37,E97,E3,896.7800000000001,50,2070
run002,trike9,E23,E3,1633.77,100,1943
run002,trike2,E23,E3,1633.77,100,2021
run002,trike58,E154,E0,1699.0499999999997,100,2016
run002,trike33,E106,E0,634.4699999999999,50,2334
run002,trike3,E23,E56,2328.2799999999997,120,1972
run002,trike34,E106,E56,2508.9599999999996,150,1968
run002,trike30,E106,-E3,1855.4899999999998,100,2209
run002,trike4,E23,E56,2328.2799999999997,120,2108
run002,trike17,E57,-E3,3026.399999999999,170,1931
run002,trike7,E23,-E3,1674.81,100,2238
run002,trike23,E41,E0,995.06,50,2379
run002,trike24,E41,E0,1163.06,70,2330
run002,trike11,E162,-E3,1375.6000000000001,70,2257
run002,trike35,E97,E56,1767.81,100,2284
