trike_id,hub_id,start_tick,end_tick
trike0,hub8,283,1080
trike1,hub8,371,961
trike2,hub8,253,1080
trike3,hub8,455,1080
trike4,hub8,439,1080
trike5,hub8,489,1080
trike6,hub8,344,1080
trike7,hub8,298,976
trike8,hub8,371,1039
trike9,hub8,474,1080
trike10,hub7,281,1080
trike11,hub7,343,1051
trike12,hub7,337,1080
trike13,hub7,313,1080
trike14,hub7,396,1080
trike15,hub6,445,1080
trike16,hub6,586,1080
trike17,hub6,376,967
trike18,hub6,477,1080
trike19,hub6,527,1080
trike20,hub5,455,1080
trike21,hub5,349,1076
trike22,hub5,333,1080
trike23,hub5,683,1080
trike24,hub5,480,1013
trike25,hub5,266,1029
trike26,hub5,442,1080
trike27,hub5,371,1080
trike28,hub5,355,1080
trike29,hub5,377,1080
trike30,hub4,620,978
trike31,hub4,389,850
trike32,hub4,516,1080
trike33,hub4,281,1080
trike34,hub4,480,1080
trike35,hub3,301,1080
trike36,hub3,412,1080
trike37,hub3,334,1080
trike38,hub3,455,1080
trike39,hub3,385,1080
trike40,hub2,359,1080
trike41,hub2,369,1080
trike42,hub2,468,1047
trike43,hub2,530,1080
trike44,hub2,482,790
trike45,hub1,496,767
trike46,hub1,379,1080
trike47,hub1,468,1080
trike48,hub1,439,1080
trike49,hub1,282,1055
trike50,hub1,457,1080
trike51,hub1,417,1080
trike52,hub1,474,981
trike53,hub1,470,1080
trike54,hub1,362,1080
trike55,hub1,309,1080
trike56,hub1,452,1080
trike57,hub1,288,1080
trike58,hub1,494,1080
trike59,hub1,382,1080
trike60,hub0,470,1080
trike61,hub0,328,1080
trike62,hub0,279,932
trike63,hub0,321,1080
trike64,hub0,392,771
