run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike16,E57,-E3,1273.06,70,96
run002,trike57,E154,E56,845.02,50,104
run002,trike45,E154,E3,883.1200000000001,50,108
run002,trike21,E41,E56,989.8399999999998,50,75
run002,trike55,E154,-E3,924.1600000000002,50,136
run002,trike43,E74,E3,859.9,50,308
run002,trike30,E106,E56,2508.9599999999996,150,86
run002,trike5,E23,E3,1633.77,100,221
run002,trike64,E196,E3,2143.4199999999996,120,371
run002,trike44,E74,E3,859.9,50,505
run002,trike21,E41,-E3,470.8,50,624
run002,trike43,E74,-E3,900.94,50,836
run002,trike50,E154,E0,1699.0499999999997,100,663
