trike_id,hub_id,start_tick,end_tick
trike0,hub8,273,1080
trike1,hub8,453,1080
trike2,hub8,316,1080
trike3,hub8,518,1080
trike4,hub8,343,1080
trike5,hub8,374,1080
trike6,hub8,227,1080
trike7,hub8,403,1080
trike8,hub8,347,1080
trike9,hub8,240,1080
trike10,hub7,520,1080
trike11,hub7,406,1080
trike12,hub7,339,1080
trike13,hub7,459,945
trike14,hub7,499,1080
trike15,hub6,515,1080
trike16,hub6,356,1080
trike17,hub6,547,1080
trike18,hub6,417,1080
trike19,hub6,515,1080
trike20,hub5,350,925
trike21,hub5,393,1080
trike22,hub5,416,970
trike23,hub5,284,743
trike24,hub5,326,1080
trike25,hub5,427,1080
trike26,hub5,377,1080
trike27,hub5,396,1080
trike28,hub5,460,1056
trike29,hub5,528,1080
trike30,hub4,232,1080
trike31,hub4,414,1080
trike32,hub4,517,1080
trike33,hub4,330,1080
trike34,hub4,378,1080
trike35,hub3,348,1080
trike36,hub3,423,1080
trike37,hub3,525,1080
trike38,hub3,373,1080
trike39,hub3,471,1080
trike40,hub2,348,1080
trike41,hub2,762,929
trike42,hub2,413,1080
trike43,hub2,482,1080
trike44,hub2,455,1080
trike45,hub1,585,1080
trike46,hub1,361,1080
trike47,hub1,412,1080
trike48,hub1,362,1080
trike49,hub1,362,1080
trike50,hub1,416,1001
trike51,hub1,464,956
trike52,hub1,270,1080
trike53,hub1,528,970
trike54,hub1,286,1080
trike55,hub1,351,1080
trike56,hub1,425,1080
trike57,hub1,330,1080
trike58,hub1,446,1080
trike59,hub1,333,1080
trike60,hub0,434,1080
trike61,hub0,412,1080
trike62,hub0,316,1080
trike63,hub0,421,1080
trike64,hub0,530,1080
