trike_id,hub_id,start_tick,end_tick
trike0,hub8,575,1080
trike1,hub8,349,1080
trike2,hub8,428,1080
trike3,hub8,328,1080
trike4,hub8,352,1080
trike5,hub8,495,1080
trike6,hub8,283,1080
trike7,hub8,389,965
trike8,hub8,360,904
trike9,hub8,321,1080
trike10,hub7,381,1080
trike11,hub7,279,1080
trike12,hub7,403,1080
trike13,hub7,300,1080
trike14,hub7,323,1080
trike15,hub6,498,990
trike16,hub6,418,1080
trike17,hub6,359,1080
trike18,hub6,506,1080
trike19,hub6,431,1061
trike20,hub5,480,1080
trike21,hub5,362,1080
trike22,hub5,469,1080
trike23,hub5,404,1080
trike24,hub5,436,1080
trike25,hub5,587,1080
trike26,hub5,383,1080
trike27,hub5,401,1080
trike28,hub5,493,1080
trike29,hub5,362,1004
trike30,hub4,330,1080
trike31,hub4,347,1080
trike32,hub4,448,1080
trike33,hub4,428,1080
trike34,hub4,469,1080
trike35,hub3,365,1048
trike36,hub3,472,1080
trike37,hub3,429,1080
trike38,hub3,335,1080
trike39,hub3,373,1080
trike40,hub2,288,1080
trike41,hub2,310,1077
trike42,hub2,367,1080
trike43,hub2,520,903
trike44,hub2,361,1080
trike45,hub1,319,1080
trike46,hub1,567,1073
trike47,hub1,559,1080
trike48,hub1,439,1031
trike49,hub1,403,1080
trike50,hub1,350,1080
trike51,hub1,411,979
trike52,hub1,376,719
trike53,hub1,308,793
trike54,hub1,366,1080
trike55,hub1,334,1054
trike56,hub1,299,1080
trike57,hub1,332,1080
trike58,hub1,378,990
trike59,hub1,571,1080
trike60,hub0,510,1080
trike61,hub0,447,929
trike62,hub0,365,953
trike63,hub0,446,1008
trike64,hub0,478,1080
