trike_id,hub_id,start_tick,end_tick
trike0,hub8,342,1080
trike1,hub8,508,1073
trike2,hub8,324,1080
trike3,hub8,467,1080
trike4,hub8,420,1080
trike5,hub8,437,1080
trike6,hub8,443,1080
trike7,hub8,360,1076
trike8,hub8,273,839
trike9,hub8,431,1080
trike10,hub7,294,1052
trike11,hub7,495,1078
trike12,hub7,312,1080
trike13,hub7,448,1080
trike14,hub7,494,1080
trike15,hub6,612,1080
trike16,hub6,296,1080
trike17,hub6,335,971
trike18,hub6,348,1080
trike19,hub6,428,1080
trike20,hub5,532,1052
trike21,hub5,545,1080
trike22,hub5,422,1080
trike23,hub5,503,1080
trike24,hub5,456,1080
trike25,hub5,392,1080
trike26,hub5,423,1080
trike27,hub5,400,1080
trike28,hub5,333,1080
trike29,hub5,527,1080
trike30,hub4,317,961
trike31,hub4,445,1080
trike32,hub4,315,1080
trike33,hub4,555,1080
trike34,hub4,320,1080
trike35,hub3,403,1080
trike36,hub3,431,1080
trike37,hub3,357,1080
trike38,hub3,454,1080
trike39,hub3,348,1080
trike40,hub2,470,1028
trike41,hub2,277,1080
trike42,hub2,359,1080
trike43,hub2,288,1080
trike44,hub2,395,1080
trike45,hub1,337,1080
trike46,hub1,433,1080
trike47,hub1,434,1022
trike48,hub1,432,1080
trike49,hub1,314,1080
trike50,hub1,372,1080
trike51,hub1,470,1080
trike52,hub1,339,1080
trike53,hub1,321,1080
trike54,hub1,356,924
trike55,hub1,354,1080
trike56,hub1,310,1080
trike57,hub1,360,878
trike58,hub1,355,954
trike59,hub1,450,1080
trike60,hub0,314,1080
trike61,hub0,391,1080
trike62,hub0,458,1018
trike63,hub0,279,987
trike64,hub0,423,1080
