trike_id,hub_id,start_tick,end_tick
trike0,hub8,443,768
trike1,hub8,344,1080
trike2,hub8,675,1080
trike3,hub8,276,1080
trike4,hub8,379,1080
trike5,hub8,422,1080
trike6,hub8,471,1080
trike7,hub8,502,1080
trike8,hub8,405,1080
trike9,hub8,352,1080
trike10,hub7,457,1080
trike11,hub7,414,1080
trike12,hub7,449,1078
trike13,hub7,488,1080
trike14,hub7,298,1080
trike15,hub6,292,1080
trike16,hub6,358,1070
trike17,hub6,410,1080
trike18,hub6,229,1080
trike19,hub6,399,1080
trike20,hub5,469,1080
trike21,hub5,501,1080
trike22,hub5,364,1080
trike23,hub5,376,1080
trike24,hub5,392,1080
trike25,hub5,408,1080
trike26,hub5,419,1080
trike27,hub5,315,1080
trike28,hub5,351,1080
trike29,hub5,333,1080
trike30,hub4,330,1080
trike31,hub4,454,1044
trike32,hub4,316,1080
trike33,hub4,345,1047
trike34,hub4,318,872
trike35,hub3,384,1062
trike36,hub3,398,1068
trike37,hub3,334,1080
trike38,hub3,456,1029
trike39,hub3,392,1080
trike40,hub2,440,1080
trike41,hub2,344,1080
trike42,hub2,303,1080
trike43,hub2,430,1063
trike44,hub2,309,1080
trike45,hub1,324,1080
trike46,hub1,266,1080
trike47,hub1,426,858
trike48,hub1,506,1005
trike49,hub1,433,933
trike50,hub1,396,1080
trike51,hub1,508,1080
trike52,hub1,426,1080
trike53,hub1,351,1080
trike54,hub1,515,1080
trike55,hub1,369,1080
trike56,hub1,468,1080
trike57,hub1,553,1080
trike58,hub1,458,1041
trike59,hub1,288,1080
trike60,hub0,378,1080
trike61,hub0,399,1080
trike62,hub0,429,1080
trike63,hub0,408,959
trike64,hub0,367,1080
