trike_id,hub_id,start_tick,end_tick
trike0,hub8,381,844
trike1,hub8,492,1080
trike2,hub8,457,1080
trike3,hub8,296,638
trike4,hub8,467,1080
trike5,hub8,266,1080
trike6,hub8,419,1067
trike7,hub8,444,1080
trike8,hub8,339,1080
trike9,hub8,465,1016
trike10,hub7,290,932
trike11,hub7,433,1080
trike12,hub7,419,1080
trike13,hub7,393,1080
trike14,hub7,370,1080
trike15,hub6,429,1080
trike16,hub6,424,548
trike17,hub6,561,1080
trike18,hub6,351,1080
trike19,hub6,430,1080
trike20,hub5,323,1080
trike21,hub5,412,1080
trike22,hub5,500,1080
trike23,hub5,385,1051
trike24,hub5,316,1080
trike25,hub5,508,1080
trike26,hub5,316,1080
trike27,hub5,317,1080
trike28,hub5,420,1080
trike29,hub5,359,1080
trike30,hub4,486,1080
trike31,hub4,350,1080
trike32,hub4,526,1080
trike33,hub4,478,1080
trike34,hub4,400,1079
trike35,hub3,352,843
trike36,hub3,376,1080
trike37,hub3,305,1023
trike38,hub3,427,1080
trike39,hub3,414,1080
trike40,hub2,294,1080
trike41,hub2,384,876
trike42,hub2,289,1080
trike43,hub2,391,1080
trike44,hub2,411,1051
trike45,hub1,349,1035
trike46,hub1,466,1080
trike47,hub1,307,980
trike48,hub1,267,1080
trike49,hub1,560,1080
trike50,hub1,330,1080
trike51,hub1,461,1080
trike52,hub1,459,1080
trike53,hub1,307,1080
trike54,hub1,362,1080
trike55,hub1,414,1080
trike56,hub1,414,1080
trike57,hub1,342,1080
trike58,hub1,478,1080
trike59,hub1,337,899
trike60,hub0,373,1080
trike61,hub0,528,1023
trike62,hub0,324,1080
trike63,hub0,412,805
trike64,hub0,333,1080
