trike_id,hub_id,start_tick,end_tick
trike0,hub8,460,1080
trike1,hub8,453,1080
trike2,hub8,366,1080
trike3,hub8,403,1006
trike4,hub8,331,1080
trike5,hub8,514,1080
trike6,hub8,240,1032
trike7,hub8,431,1080
trike8,hub8,307,1080
trike9,hub8,346,1080
trike10,hub7,467,1080
trike11,hub7,307,1080
trike12,hub7,421,1080
trike13,hub7,423,-17
trike14,hub7,482,1080
trike15,hub6,315,1080
trike16,hub6,487,1080
trike17,hub6,377,1080
trike18,hub6,403,1080
trike19,hub6,414,1080
trike20,hub5,350,1080
trike21,hub5,496,951
trike22,hub5,394,895
trike23,hub5,400,1080
trike24,hub5,306,983
trike25,hub5,430,1080
trike26,hub5,406,1080
trike27,hub5,418,1080
trike28,hub5,348,1080
trike29,hub5,303,1060
trike30,hub4,630,1027
trike31,hub4,519,1080
trike32,hub4,405,1080
trike33,hub4,383,1033
trike34,hub4,430,1080
trike35,hub3,521,1077
trike36,hub3,433,1080
trike37,hub3,388,1080
trike38,hub3,471,1080
trike39,hub3,306,1080
trike40,hub2,484,1080
trike41,hub2,427,1080
trike42,hub2,387,1080
trike43,hub2,361,1080
trike44,hub2,324,1080
trike45,hub1,332,1080
trike46,hub1,304,1080
trike47,hub1,369,1080
trike48,hub1,387,1063
trike49,hub1,547,1039
trike50,hub1,392,1080
trike51,hub1,477,1080
trike52,hub1,421,1080
trike53,hub1,524,1072
trike54,hub1,345,1080
trike55,hub1,454,1080
trike56,hub1,555,1080
trike57,hub1,450,1080
trike58,hub1,404,1080
trike59,hub1,381,1080
trike60,hub0,268,945
trike61,hub0,621,1080
trike62,hub0,465,1080
trike63,hub0,372,1080
trike64,hub0,450,1080
