trike_id,hub_id,start_tick,end_tick
trike0,hub8,286,1080
trike1,hub8,372,1080
trike2,hub8,416,1080
trike3,hub8,419,1080
trike4,hub8,337,1080
trike5,hub8,365,992
trike6,hub8,721,1080
trike7,hub8,271,1080
trike8,hub8,406,1080
trike9,hub8,343,1080
trike10,hub7,445,1080
trike11,hub7,371,1080
trike12,hub7,408,1080
trike13,hub7,303,1080
trike14,hub7,385,1040
trike15,hub6,531,1080
trike16,hub6,371,1080
trike17,hub6,371,1080
trike18,hub6,303,1080
trike19,hub6,557,1053
trike20,hub5,432,1080
trike21,hub5,565,1080
trike22,hub5,396,1080
trike23,hub5,390,1080
trike24,hub5,320,1080
trike25,hub5,292,1080
trike26,hub5,316,1080
trike27,hub5,394,1080
trike28,hub5,281,1080
trike29,hub5,360,796
trike30,hub4,389,1080
trike31,hub4,452,1080
trike32,hub4,359,1080
trike33,hub4,520,1076
trike34,hub4,400,1080
trike35,hub3,308,1080
trike36,hub3,445,1080
trike37,hub3,311,1080
trike38,hub3,325,1008
trike39,hub3,433,1080
trike40,hub2,442,1080
trike41,hub2,275,1080
trike42,hub2,349,1080
trike43,hub2,359,1080
trike44,hub2,453,1080
trike45,hub1,342,1080
trike46,hub1,536,1080
trike47,hub1,365,1080
trike48,hub1,359,1080
trike49,hub1,308,1080
trike50,hub1,442,1080
trike51,hub1,224,946
trike52,hub1,635,1080
trike53,hub1,363,1080
trike54,hub1,386,1080
trike55,hub1,400,1080
trike56,hub1,530,1080
trike57,hub1,374,1026
trike58,hub1,531,1080
trike59,hub1,434,1066
trike60,hub0,301,1080
trike61,hub0,295,962
trike62,hub0,462,1080
trike63,hub0,389,932
trike64,hub0,381,1080
