trike_id,hub_id,start_tick,end_tick
trike0,hub8,335,1080
trike1,hub8,325,1068
trike2,hub8,382,1080
trike3,hub8,304,1080
trike4,hub8,521,1080
trike5,hub8,324,1080
trike6,hub8,361,1080
trike7,hub8,410,1073
trike8,hub8,332,1080
trike9,hub8,344,709
trike10,hub7,378,1080
trike11,hub7,536,1080
trike12,hub7,451,1080
trike13,hub7,369,1080
trike14,hub7,326,1080
trike15,hub6,363,1080
trike16,hub6,261,1080
trike17,hub6,495,1080
trike18,hub6,337,1080
trike19,hub6,312,1080
trike20,hub5,460,1077
trike21,hub5,330,1071
trike22,hub5,246,1080
trike23,hub5,427,1080
trike24,hub5,384,1080
trike25,hub5,342,1080
trike26,hub5,342,1080
trike27,hub5,318,951
trike28,hub5,424,1080
trike29,hub5,301,1016
trike30,hub4,256,1080
trike31,hub4,424,1080
trike32,hub4,395,1080
trike33,hub4,452,1080
trike34,hub4,444,1080
trike35,hub3,504,1004
trike36,hub3,405,822
trike37,hub3,428,1080
trike38,hub3,539,1080
trike39,hub3,340,987
trike40,hub2,387,988
trike41,hub2,388,1080
trike42,hub2,346,1080
trike43,hub2,305,1080
trike44,hub2,517,1080
trike45,hub1,372,1080
trike46,hub1,281,1074
trike47,hub1,341,1080
trike48,hub1,397,1080
trike49,hub1,241,1051
trike50,hub1,309,1080
trike51,hub1,369,1080
trike52,hub1,385,1080
trike53,hub1,263,1080
trike54,hub1,399,955
trike55,hub1,478,936
trike56,hub1,434,1080
trike57,hub1,377,1080
trike58,hub1,392,1080
trike59,hub1,347,1080
trike60,hub0,406,829
trike61,hub0,346,1080
trike62,hub0,481,1080
trike63,hub0,514,1080
trike64,hub0,452,1080
