trike_id,hub_id,start_tick,end_tick
trike0,hub8,328,1080
trike1,hub8,487,1080
trike2,hub8,211,1080
trike3,hub8,269,1080
trike4,hub8,455,1080
trike5,hub8,348,1049
trike6,hub8,494,1080
trike7,hub8,452,1080
trike8,hub8,345,1080
trike9,hub8,442,1080
trike10,hub7,357,1080
trike11,hub7,421,1080
trike12,hub7,357,836
trike13,hub7,384,937
trike14,hub7,371,1080
trike15,hub6,346,1071
trike16,hub6,399,1080
trike17,hub6,323,1080
trike18,hub6,475,1080
trike19,hub6,502,1080
trike20,hub5,379,1080
trike21,hub5,256,1080
trike22,hub5,331,827
trike23,hub5,409,1080
trike24,hub5,401,1080
trike25,hub5,397,989
trike26,hub5,461,1080
trike27,hub5,346,884
trike28,hub5,376,1080
trike29,hub5,388,1080
trike30,hub4,371,1080
trike31,hub4,403,1080
trike32,hub4,337,1080
trike33,hub4,452,1080
trike34,hub4,364,887
trike35,hub3,345,1028
trike36,hub3,363,1080
trike37,hub3,296,1080
trike38,hub3,429,1080
trike39,hub3,230,1080
trike40,hub2,470,837
trike41,hub2,464,1080
trike42,hub2,377,1080
trike43,hub2,231,1003
trike44,hub2,329,1080
trike45,hub1,302,1080
trike46,hub1,372,1007
trike47,hub1,367,1080
trike48,hub1,302,1080
trike49,hub1,420,1080
trike50,hub1,433,1080
trike51,hub1,439,1080
trike52,hub1,331,1080
trike53,hub1,416,1080
trike54,hub1,351,1062
trike55,hub1,435,1080
trike56,hub1,530,1080
trike57,hub1,421,1021
trike58,hub1,380,1080
trike59,hub1,333,1080
trike60,hub0,403,1080
trike61,hub0,317,1058
trike62,hub0,656,1080
trike63,hub0,423,1033
trike64,hub0,512,1080
