trike_id,hub_id,start_tick,end_tick
trike0,hub8,400,1080
trike1,hub8,487,1080
trike2,hub8,408,1080
trike3,hub8,424,758
trike4,hub8,391,1080
trike5,hub8,471,1080
trike6,hub8,345,1080
trike7,hub8,403,1080
trike8,hub8,470,1080
trike9,hub8,450,1072
trike10,hub7,296,1080
trike11,hub7,279,1045
trike12,hub7,426,1080
trike13,hub7,339,1080
trike14,hub7,402,1080
trike15,hub6,321,1080
trike16,hub6,395,1080
trike17,hub6,312,865
trike18,hub6,361,1080
trike19,hub6,365,1080
trike20,hub5,359,1080
trike21,hub5,312,1080
trike22,hub5,382,1080
trike23,hub5,573,1080
trike24,hub5,372,1080
trike25,hub5,291,1080
trike26,hub5,440,1080
trike27,hub5,353,1080
trike28,hub5,244,1080
trike29,hub5,354,1080
trike30,hub4,577,1080
trike31,hub4,477,1080
trike32,hub4,424,1080
trike33,hub4,513,1080
trike34,hub4,446,1080
trike35,hub3,287,1080
trike36,hub3,440,1080
trike37,hub3,415,1080
trike38,hub3,650,986
trike39,hub3,319,1080
trike40,hub2,366,1080
trike41,hub2,548,96
trike42,hub2,465,1080
trike43,hub2,408,1080
trike44,hub2,450,1080
trike45,hub1,284,1080
trike46,hub1,284,1080
trike47,hub1,381,1080
trike48,hub1,398,995
trike49,hub1,398,1079
trike50,hub1,433,1080
trike51,hub1,329,1080
trike52,hub1,600,1080
trike53,hub1,357,1037
trike54,hub1,464,1080
trike55,hub1,388,1080
trike56,hub1,408,1080
trike57,hub1,502,1080
trike58,hub1,368,1059
trike59,hub1,457,1080
trike60,hub0,479,890
trike61,hub0,451,929
trike62,hub0,325,1080
trike63,hub0,398,1080
trike64,hub0,342,1080
