trike_id,hub_id,start_tick,end_tick
trike0,hub8,271,1080
trike1,hub8,410,1040
trike2,hub8,331,1080
trike3,hub8,380,1051
trike4,hub8,499,1080
trike5,hub8,358,1080
trike6,hub8,284,1080
trike7,hub8,561,1080
trike8,hub8,379,1080
trike9,hub8,376,1080
trike10,hub7,305,1080
trike11,hub7,427,836
trike12,hub7,452,1080
trike13,hub7,421,1080
trike14,hub7,326,1080
trike15,hub6,282,1080
trike16,hub6,527,1080
trike17,hub6,363,1038
trike18,hub6,454,1080
trike19,hub6,367,1080
trike20,hub5,332,1080
trike21,hub5,507,1080
trike22,hub5,372,1069
trike23,hub5,383,957
trike24,hub5,390,1080
trike25,hub5,439,1080
trike26,hub5,344,1080
trike27,hub5,327,1010
trike28,hub5,314,981
trike29,hub5,304,1080
trike30,hub4,350,1080
trike31,hub4,272,1080
trike32,hub4,386,1011
trike33,hub4,518,1080
trike34,hub4,356,1080
trike35,hub3,430,965
trike36,hub3,480,1080
trike37,hub3,432,1080
trike38,hub3,398,1078
trike39,hub3,458,1080
trike40,hub2,297,1066
trike41,hub2,462,1080
trike42,hub2,386,999
trike43,hub2,625,1080
trike44,hub2,241,1080
trike45,hub1,386,1070
trike46,hub1,402,1080
trike47,hub1,420,1080
trike48,hub1,627,927
trike49,hub1,447,1080
trike50,hub1,623,1080
trike51,hub1,419,1080
trike52,hub1,337,1080
trike53,hub1,398,942
trike54,hub1,446,1080
trike55,hub1,432,1041
trike56,hub1,426,1080
trike57,hub1,341,1044
trike58,hub1,426,1080
trike59,hub1,546,1080
trike60,hub0,345,1080
trike61,hub0,445,991
trike62,hub0,525,1080
trike63,hub0,486,1043
trike64,hub0,309,865
