trike_id,hub_id,start_tick,end_tick
trike0,hub8,471,1080
trike1,hub8,514,1080
trike2,hub8,412,1080
trike3,hub8,443,1080
trike4,hub8,411,1080
trike5,hub8,363,1080
trike6,hub8,315,1029
trike7,hub8,443,1048
trike8,hub8,338,1080
trike9,hub8,373,1017
trike10,hub7,446,1080
trike11,hub7,341,1080
trike12,hub7,461,1080
trike13,hub7,515,842
trike14,hub7,333,1080
trike15,hub6,559,1080
trike16,hub6,371,1080
trike17,hub6,273,1080
trike18,hub6,680,1080
trike19,hub6,297,1080
trike20,hub5,404,1000
trike21,hub5,426,1080
trike22,hub5,311,1080
trike23,hub5,360,1013
trike24,hub5,500,1080
trike25,hub5,369,1080
trike26,hub5,480,1080
trike27,hub5,518,1080
trike28,hub5,300,1080
trike29,hub5,274,1080
trike30,hub4,448,991
trike31,hub4,340,1044
trike32,hub4,370,991
trike33,hub4,338,1027
trike34,hub4,393,1035
trike35,hub3,328,1080
trike36,hub3,322,1080
trike37,hub3,375,1080
trike38,hub3,460,1080
trike39,hub3,407,1080
trike40,hub2,451,1080
trike41,hub2,348,1024
trike42,hub2,492,1080
trike43,hub2,488,1080
trike44,hub2,522,1080
trike45,hub1,425,867
trike46,hub1,434,1080
trike47,hub1,384,1080
trike48,hub1,426,1080
trike49,hub1,339,779
trike50,hub1,311,942
trike51,hub1,460,1080
trike52,hub1,267,1080
trike53,hub1,249,1080
trike54,hub1,465,1080
trike55,hub1,559,1009
trike56,hub1,516,1080
trike57,hub1,345,1080
trike58,hub1,322,1080
trike59,hub1,301,1080
trike60,hub0,250,1080
trike61,hub0,358,1080
trike62,hub0,472,1080
trike63,hub0,383,1073
trike64,hub0,421,1080
