trike_id,hub_id,start_tick,end_tick
trike0,hub8,500,1058
trike1,hub8,277,1080
trike2,hub8,382,1080
trike3,hub8,478,1080
trike4,hub8,417,1080
trike5,hub8,358,1080
trike6,hub8,322,1078
trike7,hub8,360,1080
trike8,hub8,504,983
trike9,hub8,416,968
trike10,hub7,394,1080
trike11,hub7,355,1027
trike12,hub7,523,1080
trike13,hub7,609,1080
trike14,hub7,357,1080
trike15,hub6,489,1080
trike16,hub6,329,1080
trike17,hub6,427,1080
trike18,hub6,369,1080
trike19,hub6,305,1080
trike20,hub5,449,1080
trike21,hub5,406,1080
trike22,hub5,514,1075
trike23,hub5,415,1080
trike24,hub5,256,1080
trike25,hub5,365,1080
trike26,hub5,553,1072
trike27,hub5,449,867
trike28,hub5,393,1080
trike29,hub5,448,1041
trike30,hub4,354,1080
trike31,hub4,367,1080
trike32,hub4,368,1080
trike33,hub4,450,1073
trike34,hub4,353,1080
trike35,hub3,285,1080
trike36,hub3,323,1080
trike37,hub3,490,1080
trike38,hub3,416,1080
trike39,hub3,495,1080
trike40,hub2,310,1077
trike41,hub2,432,699
trike42,hub2,626,1080
trike43,hub2,419,1080
trike44,hub2,526,1080
trike45,hub1,429,1080
trike46,hub1,394,1080
trike47,hub1,516,1080
trike48,hub1,528,1080
trike49,hub1,354,1080
trike50,hub1,461,1080
trike51,hub1,366,1080
trike52,hub1,536,1080
trike53,hub1,331,1045
trike54,hub1,446,1080
trike55,hub1,374,1080
trike56,hub1,320,1080
trike57,hub1,318,1080
trike58,hub1,307,1080
trike59,hub1,359,1080
trike60,hub0,347,1080
trike61,hub0,315,1080
trike62,hub0,417,1080
trike63,hub0,302,1080
trike64,hub0,491,1080
