trike_id,hub_id,start_tick,end_tick
trike0,hub8,242,1080
trike1,hub8,357,993
trike2,hub8,343,1080
trike3,hub8,433,1080
trike4,hub8,337,1080
trike5,hub8,368,1080
trike6,hub8,348,1080
trike7,hub8,466,1080
trike8,hub8,455,1080
trike9,hub8,496,1080
trike10,hub7,384,1080
trike11,hub7,365,1080
trike12,hub7,304,882
trike13,hub7,428,1080
trike14,hub7,466,1080
trike15,hub6,429,1080
trike16,hub6,501,1080
trike17,hub6,368,1080
trike18,hub6,516,1080
trike19,hub6,363,1080
trike20,hub5,417,1058
trike21,hub5,386,1080
trike22,hub5,434,1080
trike23,hub5,603,1080
trike24,hub5,370,1023
trike25,hub5,387,1045
trike26,hub5,370,1080
trike27,hub5,415,1080
trike28,hub5,367,1080
trike29,hub5,475,1080
trike30,hub4,441,1080
trike31,hub4,293,1080
trike32,hub4,268,1018
trike33,hub4,282,742
trike34,hub4,440,1080
trike35,hub3,482,1080
trike36,hub3,426,1080
trike37,hub3,328,1080
trike38,hub3,331,1080
trike39,hub3,286,1080
trike40,hub2,633,1078
trike41,hub2,496,1080
trike42,hub2,375,1080
trike43,hub2,415,1080
trike44,hub2,288,1080
trike45,hub1,284,1080
trike46,hub1,460,1080
trike47,hub1,331,1080
trike48,hub1,350,1030
trike49,hub1,351,1066
trike50,hub1,312,1080
trike51,hub1,408,1080
trike52,hub1,271,1080
trike53,hub1,354,1031
trike54,hub1,378,1080
trike55,hub1,499,1080
trike56,hub1,441,1080
trike57,hub1,343,1031
trike58,hub1,489,1080
trike59,hub1,438,1080
trike60,hub0,342,1007
trike61,hub0,368,993
trike62,hub0,372,1027
trike63,hub0,335,1080
trike64,hub0,458,1080
