trike_id,hub_id,start_tick,end_tick
trike0,hub8,502,1080
trike1,hub8,421,1080
trike2,hub8,361,1080
trike3,hub8,494,1080
trike4,hub8,435,1080
trike5,hub8,250,1080
trike6,hub8,371,1048
trike7,hub8,460,1080
trike8,hub8,378,1080
trike9,hub8,351,1080
trike10,hub7,338,1080
trike11,hub7,417,1080
trike12,hub7,410,1080
trike13,hub7,378,1080
trike14,hub7,428,1080
trike15,hub6,357,1080
trike16,hub6,435,1016
trike17,hub6,403,1080
trike18,hub6,430,1080
trike19,hub6,440,1080
trike20,hub5,451,1080
trike21,hub5,393,1080
trike22,hub5,482,1080
trike23,hub5,325,1080
trike24,hub5,496,1080
trike25,hub5,319,1080
trike26,hub5,387,1080
trike27,hub5,334,1049
trike28,hub5,556,1080
trike29,hub5,478,1080
trike30,hub4,335,1080
trike31,hub4,326,1080
trike32,hub4,423,571
trike33,hub4,341,1080
trike34,hub4,253,1080
trike35,hub3,376,1080
trike36,hub3,340,1080
trike37,hub3,427,1080
trike38,hub3,339,1080
trike39,hub3,424,835
trike40,hub2,363,1080
trike41,hub2,366,1080
trike42,hub2,375,1080
trike43,hub2,296,1080
trike44,hub2,481,1080
trike45,hub1,433,1080
trike46,hub1,382,1051
trike47,hub1,382,974
trike48,hub1,481,1080
trike49,hub1,422,1080
trike50,hub1,344,1000
trike51,hub1,420,699
trike52,hub1,375,1080
trike53,hub1,416,1080
trike54,hub1,621,1080
trike55,hub1,326,1080
trike56,hub1,334,1080
trike57,hub1,454,1080
trike58,hub1,387,1080
trike59,hub1,342,1080
trike60,hub0,336,954
trike61,hub0,360,914
trike62,hub0,415,1080
trike63,hub0,409,1080
trike64,hub0,412,843
