trike_id,hub_id,start_tick,end_tick
trike0,hub8,391,703
trike1,hub8,407,1080
trike2,hub8,494,1080
trike3,hub8,331,1080
trike4,hub8,613,1049
trike5,hub8,515,1080
trike6,hub8,443,1080
trike7,hub8,426,1062
trike8,hub8,351,1037
trike9,hub8,346,1080
trike10,hub7,326,1080
trike11,hub7,488,1061
trike12,hub7,442,1080
trike13,hub7,449,1080
trike14,hub7,342,1080
trike15,hub6,540,1080
trike16,hub6,393,953
trike17,hub6,574,1080
trike18,hub6,334,1080
trike19,hub6,316,1080
trike20,hub5,506,1080
trike21,hub5,321,1080
trike22,hub5,340,1080
trike23,hub5,401,1080
trike24,hub5,253,1080
trike25,hub5,292,1065
trike26,hub5,441,1045
trike27,hub5,375,1080
trike28,hub5,332,1080
trike29,hub5,410,1080
trike30,hub4,436,1080
trike31,hub4,324,1080
trike32,hub4,424,1080
trike33,hub4,356,771
trike34,hub4,740,1080
trike35,hub3,308,1080
trike36,hub3,406,1080
trike37,hub3,409,1080
trike38,hub3,476,1055
trike39,hub3,333,1080
trike40,hub2,674,1063
trike41,hub2,283,1080
trike42,hub2,457,1080
trike43,hub2,309,666
trike44,hub2,407,1080
trike45,hub1,327,1080
trike46,hub1,478,1080
trike47,hub1,288,1080
trike48,hub1,341,1080
trike49,hub1,248,912
trike50,hub1,314,1080
trike51,hub1,440,1080
trike52,hub1,329,1080
trike53,hub1,346,1080
trike54,hub1,308,1080
trike55,hub1,367,1080
trike56,hub1,568,1079
trike57,hub1,345,1015
trike58,hub1,374,1005
trike59,hub1,393,913
trike60,hub0,482,961
trike61,hub0,331,1062
trike62,hub0,361,1080
trike63,hub0,305,921
trike64,hub0,558,1080
