trike_id,expense_type,amount,tick
trike0,end_gas,3.416784556879066,1080
trike1,end_gas,5.040251017300172,1080
trike2,end_gas,3.988577991809502,1080
trike3,end_gas,3.3397796251519205,1080
trike4,end_gas,3.221503242576297,1080
trike5,end_gas,3.260765947801279,1080
trike6,end_gas,3.6953877516910976,1080
trike7,end_gas,4.715116174573984,1080
trike8,end_gas,5.953614317373171,1080
trike9,end_gas,4.895834647654051,1080
trike10,end_gas,2.7101625291063387,1080
trike11,end_gas,3.9399206147298917,1080
trike12,end_gas,3.3673955268019102,1080
trike13,end_gas,2.727929942083181,1080
trike14,end_gas,4.751774102351793,1080
trike15,end_gas,2.8708938369337043,1080
trike16,end_gas,2.734953849386837,1080
trike17,end_gas,2.7390257355709213,1080
trike18,end_gas,2.7084636773780377,1080
trike19,end_gas,2.877680812327719,1080
trike20,end_gas,4.805644486914588,1080
trike21,end_gas,3.240921749747452,1080
trike22,end_gas,3.612631158909163,1080
trike23,end_gas,2.4854349458721576,1080
trike24,end_gas,5.13327209405584,1080
trike25,end_gas,3.747601787329064,1080
trike26,end_gas,2.015629186799193,1080
trike27,end_gas,2.3548769290028826,1080
trike28,end_gas,3.4792768137369245,1080
trike29,end_gas,2.105341901816581,1080
trike30,end_gas,3.296538260530562,1080
trike31,end_gas,5.058708442234177,1080
trike32,end_gas,4.56821740637849,1080
trike33,end_gas,3.2365989640404664,1080
trike34,end_gas,2.4640630107228447,1080
trike35,end_gas,4.6123757057286845,1080
trike36,end_gas,4.803618864053348,1080
trike37,end_gas,2.911820345077898,1080
trike38,end_gas,4.893997233217277,1080
trike39,end_gas,4.785816840309266,1080
trike40,end_gas,2.2868336602434884,1080
trike41,end_gas,2.3828930486956392,1080
trike42,end_gas,4.192973658119637,1080
trike43,end_gas,2.8017788746465975,1080
trike44,end_gas,1.8588761494534176,1080
trike45,end_gas,4.875515956989351,1080
trike46,end_gas,3.8224891266163876,1080
trike47,end_gas,3.518087443005172,1080
trike48,end_gas,4.167173175330499,1080
trike49,end_gas,4.4602254033723066,1080
trike50,end_gas,4.5805319807854,1080
trike51,end_gas,5.232744307773286,1080
trike52,end_gas,3.5834495692006265,1080
trike53,end_gas,3.871919437060184,1080
trike54,end_gas,4.813836512870179,1080
trike55,end_gas,3.0048671391919783,1080
trike56,end_gas,1.3779510543747473,1080
trike57,end_gas,4.640678669104386,1080
trike58,end_gas,2.1416835977375066,1080
trike59,end_gas,3.3537799630113794,1080
trike60,end_gas,3.2473786171694874,1080
trike61,end_gas,3.932458305685041,1080
trike62,end_gas,3.368701146880151,1080
trike63,end_gas,2.4076810055108404,1080
trike64,end_gas,2.8309242578950298,1080
trike0,daily_expense,[463.25347516],1080
trike1,daily_expense,[176.91233034],1080
trike2,daily_expense,[187.70722527],1080
trike3,daily_expense,[272.73376901],1080
trike4,daily_expense,[163.56901234],1080
trike5,daily_expense,[379.3875568],1080
trike6,daily_expense,[362.70050041],1080
trike7,daily_expense,[121.3675984],1080
trike8,daily_expense,[412.2662781],1080
trike9,daily_expense,[443.74321658],1080
trike10,daily_expense,[406.39252072],1080
trike11,daily_expense,[438.85241042],1080
trike12,daily_expense,[931.74710509],1080
trike13,daily_expense,[330.25938453],1080
trike14,daily_expense,[726.59039354],1080
trike15,daily_expense,[271.99391934],1080
trike16,daily_expense,[691.31374129],1080
trike17,daily_expense,[322.2073094],1080
trike18,daily_expense,[178.41645925],1080
trike19,daily_expense,[531.83793675],1080
trike20,daily_expense,[202.21345184],1080
trike21,daily_expense,[385.32927252],1080
trike22,daily_expense,[543.68917792],1080
trike23,daily_expense,[192.53165024],1080
trike24,daily_expense,[637.23748865],1080
trike25,daily_expense,[816.4946004],1080
trike26,daily_expense,[123.13606165],1080
trike27,daily_expense,[264.37736327],1080
trike28,daily_expense,[311.3005501],1080
trike29,daily_expense,[369.76504309],1080
trike30,daily_expense,[350.84961721],1080
trike31,daily_expense,[317.15359535],1080
trike32,daily_expense,[280.49316707],1080
trike33,daily_expense,[519.81403671],1080
trike34,daily_expense,[1094.04188106],1080
trike35,daily_expense,[219.61747092],1080
trike36,daily_expense,[636.82487219],1080
trike37,daily_expense,[643.62572468],1080
trike38,daily_expense,[380.66103341],1080
trike39,daily_expense,[562.73901546],1080
trike40,daily_expense,[676.07608089],1080
trike41,daily_expense,[859.23481463],1080
trike42,daily_expense,[437.08176371],1080
trike43,daily_expense,[433.27945913],1080
trike44,daily_expense,[142.31310118],1080
trike45,daily_expense,[241.83497099],1080
trike46,daily_expense,[330.92752881],1080
trike47,daily_expense,[320.62538784],1080
trike48,daily_expense,[562.36507479],1080
trike49,daily_expense,[317.88288097],1080
trike50,daily_expense,[176.47207869],1080
trike51,daily_expense,[382.38782066],1080
trike52,daily_expense,[347.43757594],1080
trike53,daily_expense,[325.65141044],1080
trike54,daily_expense,[213.77112249],1080
trike55,daily_expense,[158.1736078],1080
trike56,daily_expense,[515.94708728],1080
trike57,daily_expense,[191.14960223],1080
trike58,daily_expense,[130.35721668],1080
trike59,daily_expense,[721.26140836],1080
trike60,daily_expense,[242.85540682],1080
trike61,daily_expense,[341.89747042],1080
trike62,daily_expense,[513.34207249],1080
trike63,daily_expense,[745.96741909],1080
trike64,daily_expense,[130.03083486],1080
