trike_id,hub_id,start_tick,end_tick
trike0,hub8,405,1080
trike1,hub8,327,1080
trike2,hub8,420,1080
trike3,hub8,287,1080
trike4,hub8,489,1080
trike5,hub8,480,1080
trike6,hub8,347,1080
trike7,hub8,428,1080
trike8,hub8,380,1006
trike9,hub8,368,1080
trike10,hub7,371,1080
trike11,hub7,339,1058
trike12,hub7,419,1080
trike13,hub7,454,1080
trike14,hub7,280,1080
trike15,hub6,322,1080
trike16,hub6,422,1080
trike17,hub6,378,888
trike18,hub6,431,1080
trike19,hub6,425,1068
trike20,hub5,328,1080
trike21,hub5,342,1080
trike22,hub5,358,1080
trike23,hub5,365,1080
trike24,hub5,498,1080
trike25,hub5,514,520
trike26,hub5,417,1080
trike27,hub5,352,1025
trike28,hub5,393,1080
trike29,hub5,331,1080
trike30,hub4,415,1013
trike31,hub4,366,1080
trike32,hub4,467,1080
trike33,hub4,304,1080
trike34,hub4,472,1080
trike35,hub3,433,1080
trike36,hub3,419,1080
trike37,hub3,460,1080
trike38,hub3,322,1080
trike39,hub3,460,1080
trike40,hub2,457,1080
trike41,hub2,529,1080
trike42,hub2,385,1080
trike43,hub2,511,1080
trike44,hub2,327,1080
trike45,hub1,408,1080
trike46,hub1,267,1073
trike47,hub1,339,1080
trike48,hub1,405,1080
trike49,hub1,321,1080
trike50,hub1,332,1080
trike51,hub1,470,1080
trike52,hub1,272,1080
trike53,hub1,319,1080
trike54,hub1,646,1080
trike55,hub1,387,1080
trike56,hub1,559,1080
trike57,hub1,519,1080
trike58,hub1,517,1080
trike59,hub1,335,1080
trike60,hub0,347,1052
trike61,hub0,509,1080
trike62,hub0,426,1079
trike63,hub0,439,1014
trike64,hub0,485,1080
