trike_id,hub_id,start_tick,end_tick
trike0,hub8,575,1080
trike1,hub8,304,1080
trike2,hub8,369,1080
trike3,hub8,319,1080
trike4,hub8,322,1080
trike5,hub8,404,897
trike6,hub8,364,1080
trike7,hub8,412,912
trike8,hub8,348,1080
trike9,hub8,588,1080
trike10,hub7,346,1080
trike11,hub7,688,1077
trike12,hub7,308,717
trike13,hub7,338,1080
trike14,hub7,323,1080
trike15,hub6,424,1080
trike16,hub6,367,1080
trike17,hub6,320,1080
trike18,hub6,292,1080
trike19,hub6,340,1080
trike20,hub5,354,1080
trike21,hub5,377,1080
trike22,hub5,357,998
trike23,hub5,452,1080
trike24,hub5,269,957
trike25,hub5,273,1049
trike26,hub5,278,1038
trike27,hub5,422,1080
trike28,hub5,426,1080
trike29,hub5,294,1080
trike30,hub4,507,1080
trike31,hub4,478,1080
trike32,hub4,390,1080
trike33,hub4,282,1080
trike34,hub4,456,940
trike35,hub3,425,1012
trike36,hub3,367,1080
trike37,hub3,382,1080
trike38,hub3,653,1080
trike39,hub3,326,973
trike40,hub2,507,818
trike41,hub2,420,1024
trike42,hub2,492,1080
trike43,hub2,401,1080
trike44,hub2,368,1080
trike45,hub1,334,1080
trike46,hub1,429,1080
trike47,hub1,360,1080
trike48,hub1,331,1080
trike49,hub1,364,760
trike50,hub1,405,1080
trike51,hub1,446,1080
trike52,hub1,383,1080
trike53,hub1,367,1035
trike54,hub1,385,1008
trike55,hub1,277,1004
trike56,hub1,430,1080
trike57,hub1,433,1080
trike58,hub1,441,1080
trike59,hub1,454,1080
trike60,hub0,501,1080
trike61,hub0,478,1080
trike62,hub0,466,807
trike63,hub0,391,1080
trike64,hub0,445,1080
