trike_id,hub_id,start_tick,end_tick
trike0,hub8,290,1080
trike1,hub8,278,1080
trike2,hub8,447,1080
trike3,hub8,509,1080
trike4,hub8,392,946
trike5,hub8,280,1080
trike6,hub8,405,1063
trike7,hub8,540,1013
trike8,hub8,581,1080
trike9,hub8,421,1080
trike10,hub7,420,841
trike11,hub7,302,1080
trike12,hub7,553,1080
trike13,hub7,297,807
trike14,hub7,515,1080
trike15,hub6,373,1080
trike16,hub6,372,1023
trike17,hub6,336,990
trike18,hub6,399,1080
trike19,hub6,383,1044
trike20,hub5,319,1080
trike21,hub5,344,1080
trike22,hub5,282,1080
trike23,hub5,446,1080
trike24,hub5,492,1080
trike25,hub5,305,1080
trike26,hub5,406,939
trike27,hub5,412,1080
trike28,hub5,477,1080
trike29,hub5,356,1080
trike30,hub4,413,1080
trike31,hub4,505,1080
trike32,hub4,360,1080
trike33,hub4,368,1080
trike34,hub4,468,1080
trike35,hub3,348,1080
trike36,hub3,324,1080
trike37,hub3,359,728
trike38,hub3,359,1080
trike39,hub3,386,1080
trike40,hub2,316,1080
trike41,hub2,457,1080
trike42,hub2,315,1080
trike43,hub2,613,1080
trike44,hub2,403,1080
trike45,hub1,518,1080
trike46,hub1,417,1080
trike47,hub1,495,1080
trike48,hub1,423,1080
trike49,hub1,348,1080
trike50,hub1,382,1080
trike51,hub1,342,1080
trike52,hub1,267,1080
trike53,hub1,286,937
trike54,hub1,341,1080
trike55,hub1,418,1080
trike56,hub1,351,1080
trike57,hub1,411,1080
trike58,hub1,387,227
trike59,hub1,317,1076
trike60,hub0,416,1080
trike61,hub0,324,1080
trike62,hub0,310,1080
trike63,hub0,457,1080
trike64,hub0,547,1080
