trike_id,hub_id,start_tick,end_tick
trike0,hub8,434,1080
trike1,hub8,340,1080
trike2,hub8,371,1080
trike3,hub8,330,1045
trike4,hub8,423,1080
trike5,hub8,292,826
trike6,hub8,315,1080
trike7,hub8,311,771
trike8,hub8,373,1080
trike9,hub8,489,1080
trike10,hub7,566,1080
trike11,hub7,573,1080
trike12,hub7,446,1052
trike13,hub7,282,909
trike14,hub7,366,991
trike15,hub6,443,1080
trike16,hub6,491,1080
trike17,hub6,359,1080
trike18,hub6,314,1080
trike19,hub6,372,1080
trike20,hub5,450,1080
trike21,hub5,372,1080
trike22,hub5,360,1080
trike23,hub5,470,1080
trike24,hub5,320,1080
trike25,hub5,284,1080
trike26,hub5,465,891
trike27,hub5,327,1080
trike28,hub5,418,1080
trike29,hub5,346,1018
trike30,hub4,346,1080
trike31,hub4,495,1080
trike32,hub4,481,1080
trike33,hub4,256,1080
trike34,hub4,332,1080
trike35,hub3,622,1080
trike36,hub3,248,1080
trike37,hub3,407,1080
trike38,hub3,448,1080
trike39,hub3,441,1080
trike40,hub2,350,1070
trike41,hub2,401,1080
trike42,hub2,483,1080
trike43,hub2,523,936
trike44,hub2,526,1080
trike45,hub1,362,1064
trike46,hub1,387,1080
trike47,hub1,365,1080
trike48,hub1,417,526
trike49,hub1,416,1080
trike50,hub1,322,1080
trike51,hub1,343,1053
trike52,hub1,440,1080
trike53,hub1,414,1080
trike54,hub1,453,1080
trike55,hub1,505,1080
trike56,hub1,353,1080
trike57,hub1,319,1080
trike58,hub1,407,1080
trike59,hub1,361,1080
trike60,hub0,326,764
trike61,hub0,389,1025
trike62,hub0,382,1080
trike63,hub0,331,1080
trike64,hub0,488,1080
