run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike16,E57,E56,471.51,50,52
run002,trike24,E41,-E3,470.8,50,552
run002,trike36,E97,E28,2061.25,120,554
run002,trike32,E106,E28,2802.4,150,589
run002,trike16,E57,E56,471.51,50,611
run002,trike20,E41,-E3,470.8,50,660
run002,trike12,E162,-E3,1375.6000000000001,70,522
run002,trike48,E154,E28,1486.3799999999999,70,584
run002,trike56,E154,E28,1486.3799999999999,70,622
run002,trike1,E23,-E3,1674.81,100,721
run002,trike60,E196,E3,2143.4199999999996,120,900
