trike_id,expense_type,amount,tick
trike0,end_gas,5.957953960799954,1080
trike1,end_gas,3.9983879931717694,1080
trike2,end_gas,4.414614880108452,1080
trike3,end_gas,5.973404120050185,1080
trike4,end_gas,3.7795895973513476,1080
trike5,end_gas,3.6057486453579863,1080
trike6,end_gas,2.911856160617108,1080
trike7,end_gas,4.931889533509488,1080
trike8,end_gas,2.3029407108325075,1080
trike9,end_gas,3.5536956544286187,1080
trike10,end_gas,4.942061086936113,1080
trike11,end_gas,3.628627355572581,1080
trike12,end_gas,3.9392336567135,1080
trike13,end_gas,5.397311226512342,1080
trike14,end_gas,2.9138894683240424,1080
trike15,end_gas,2.580385922987959,1080
trike16,end_gas,3.7932505632793334,1080
trike17,end_gas,5.751145737164112,1080
trike18,end_gas,2.1398028408987777,1080
trike19,end_gas,3.6574484577914994,1080
trike20,end_gas,2.041294481922711,1080
trike21,end_gas,3.3746288075041417,1080
trike22,end_gas,4.643644562563744,1080
trike23,end_gas,3.8889123850731853,1080
trike24,end_gas,4.088708132078011,1080
trike25,end_gas,3.5111991089064953,1080
trike26,end_gas,3.9175460354590372,1080
trike27,end_gas,4.552433433929255,1080
trike28,end_gas,3.4913320860721613,1080
trike29,end_gas,2.503235537957536,1080
trike30,end_gas,2.883112218847281,1080
trike31,end_gas,6.08247715975457,1080
trike32,end_gas,5.302446260389373,1080
trike33,end_gas,2.870353609087828,1080
trike34,end_gas,4.894770491525061,1080
trike35,end_gas,2.478166235797439,1080
trike36,end_gas,4.804045161512398,1080
trike37,end_gas,5.404870252141935,1080
trike38,end_gas,4.563480023401919,1080
trike39,end_gas,2.287552898663507,1080
trike40,end_gas,6.9220154451961395,1080
trike41,end_gas,4.113616427074042,1080
trike42,end_gas,5.108297185586574,1080
trike43,end_gas,2.9412851283072032,1080
trike44,end_gas,6.282285290869351,1080
trike45,end_gas,4.743327923752166,1080
trike46,end_gas,3.272710799114945,1080
trike47,end_gas,5.778670672380942,1080
trike48,end_gas,3.4140271074984194,1080
trike49,end_gas,3.1551942160577613,1080
trike50,end_gas,4.85178884774491,1080
trike51,end_gas,2.769641290714576,1080
trike52,end_gas,2.9249144608507813,1080
trike53,end_gas,5.150052913683391,1080
trike54,end_gas,3.501764050522643,1080
trike55,end_gas,5.129566025166113,1080
trike56,end_gas,2.7320388767521133,1080
trike57,end_gas,5.688488235633817,1080
trike58,end_gas,2.6677902977412695,1080
trike59,end_gas,5.166049046122737,1080
trike60,end_gas,2.64493857405239,1080
trike61,end_gas,4.869976954775435,1080
trike62,end_gas,3.965131507842037,1080
trike63,end_gas,4.797400412862299,1080
trike64,end_gas,2.0959558634670468,1080
trike0,daily_expense,[186.21997357],1080
trike1,daily_expense,[418.58746376],1080
trike2,daily_expense,[605.6373461],1080
trike3,daily_expense,[206.05576486],1080
trike4,daily_expense,[210.94280812],1080
trike5,daily_expense,[476.04377991],1080
trike6,daily_expense,[455.3795921],1080
trike7,daily_expense,[312.47936629],1080
trike8,daily_expense,[249.40568255],1080
trike9,daily_expense,[480.22535106],1080
trike10,daily_expense,[499.89724933],1080
trike11,daily_expense,[535.99482365],1080
trike12,daily_expense,[580.64606375],1080
trike13,daily_expense,[149.14025296],1080
trike14,daily_expense,[510.45102161],1080
trike15,daily_expense,[572.32969201],1080
trike16,daily_expense,[425.04127683],1080
trike17,daily_expense,[501.7156353],1080
trike18,daily_expense,[142.45288031],1080
trike19,daily_expense,[185.67821027],1080
trike20,daily_expense,[185.38321471],1080
trike21,daily_expense,[427.46355176],1080
trike22,daily_expense,[330.25255363],1080
trike23,daily_expense,[425.4404217],1080
trike24,daily_expense,[330.00511124],1080
trike25,daily_expense,[277.74667944],1080
trike26,daily_expense,[330.94625739],1080
trike27,daily_expense,[280.62184332],1080
trike28,daily_expense,[640.81340001],1080
trike29,daily_expense,[454.72867173],1080
trike30,daily_expense,[503.80499941],1080
trike31,daily_expense,[200.79286052],1080
trike32,daily_expense,[199.12034774],1080
trike33,daily_expense,[301.89096059],1080
trike34,daily_expense,[223.97770496],1080
trike35,daily_expense,[420.04914443],1080
trike36,daily_expense,[370.39628446],1080
trike37,daily_expense,[530.92490475],1080
trike38,daily_expense,[172.87935839],1080
trike39,daily_expense,[122.73977814],1080
trike40,daily_expense,[326.41211636],1080
trike41,daily_expense,[330.27289618],1080
trike42,daily_expense,[184.10914553],1080
trike43,daily_expense,[749.24171843],1080
trike44,daily_expense,[327.08550824],1080
trike45,daily_expense,[206.08250794],1080
trike46,daily_expense,[544.11211421],1080
trike47,daily_expense,[259.12782818],1080
trike48,daily_expense,[216.84516702],1080
trike49,daily_expense,[396.37790204],1080
trike50,daily_expense,[678.1464505],1080
trike51,daily_expense,[284.62462939],1080
trike52,daily_expense,[506.72854612],1080
trike53,daily_expense,[344.53907358],1080
trike54,daily_expense,[263.90919392],1080
trike55,daily_expense,[169.19804432],1080
trike56,daily_expense,[228.18898824],1080
trike57,daily_expense,[309.46875658],1080
trike58,daily_expense,[467.95450267],1080
trike59,daily_expense,[614.70644455],1080
trike60,daily_expense,[626.1508194],1080
trike61,daily_expense,[1923.82493209],1080
trike62,daily_expense,[377.83898884],1080
trike63,daily_expense,[565.63508141],1080
trike64,daily_expense,[806.02563557],1080
