trike_id,hub_id,start_tick,end_tick
trike0,hub8,467,1080
trike1,hub8,337,1061
trike2,hub8,413,1080
trike3,hub8,288,1080
trike4,hub8,411,1080
trike5,hub8,415,1080
trike6,hub8,423,826
trike7,hub8,338,1039
trike8,hub8,313,923
trike9,hub8,439,1080
trike10,hub7,334,1080
trike11,hub7,409,1080
trike12,hub7,441,1080
trike13,hub7,343,1080
trike14,hub7,341,1080
trike15,hub6,339,1080
trike16,hub6,415,1080
trike17,hub6,413,1080
trike18,hub6,458,1080
trike19,hub6,381,1080
trike20,hub5,561,1080
trike21,hub5,195,1080
trike22,hub5,335,1080
trike23,hub5,402,1080
trike24,hub5,377,1080
trike25,hub5,315,1080
trike26,hub5,389,1080
trike27,hub5,425,1080
trike28,hub5,471,895
trike29,hub5,561,1080
trike30,hub4,488,1080
trike31,hub4,377,1046
trike32,hub4,470,1080
trike33,hub4,488,1080
trike34,hub4,390,1080
trike35,hub3,479,1080
trike36,hub3,223,847
trike37,hub3,344,1080
trike38,hub3,481,1080
trike39,hub3,304,1011
trike40,hub2,428,822
trike41,hub2,429,1080
trike42,hub2,396,1080
trike43,hub2,365,1080
trike44,hub2,431,1080
trike45,hub1,375,1037
trike46,hub1,403,1080
trike47,hub1,364,1080
trike48,hub1,363,1080
trike49,hub1,707,1032
trike50,hub1,455,1080
trike51,hub1,387,1080
trike52,hub1,375,1080
trike53,hub1,409,1080
trike54,hub1,439,1080
trike55,hub1,394,1080
trike56,hub1,388,1046
trike57,hub1,435,1080
trike58,hub1,372,1080
trike59,hub1,392,1080
trike60,hub0,388,1080
trike61,hub0,352,1080
trike62,hub0,449,1027
trike63,hub0,258,1080
trike64,hub0,488,999
