trike_id,hub_id,start_tick,end_tick
trike0,hub8,350,1080
trike1,hub8,397,1078
trike2,hub8,479,1080
trike3,hub8,463,1080
trike4,hub8,484,1035
trike5,hub8,419,972
trike6,hub8,396,1080
trike7,hub8,484,1080
trike8,hub8,484,1080
trike9,hub8,474,1071
trike10,hub7,375,1080
trike11,hub7,416,867
trike12,hub7,426,1080
trike13,hub7,384,1080
trike14,hub7,335,1080
trike15,hub6,406,1080
trike16,hub6,272,1080
trike17,hub6,281,1080
trike18,hub6,297,1080
trike19,hub6,297,1080
trike20,hub5,392,1080
trike21,hub5,429,1080
trike22,hub5,381,1080
trike23,hub5,413,1080
trike24,hub5,454,1080
trike25,hub5,446,1080
trike26,hub5,545,1008
trike27,hub5,489,969
trike28,hub5,369,1080
trike29,hub5,460,1080
trike30,hub4,582,1073
trike31,hub4,356,1080
trike32,hub4,348,1080
trike33,hub4,427,1080
trike34,hub4,434,1080
trike35,hub3,441,1080
trike36,hub3,368,1058
trike37,hub3,413,873
trike38,hub3,337,1080
trike39,hub3,442,1080
trike40,hub2,397,1080
trike41,hub2,452,1080
trike42,hub2,376,1080
trike43,hub2,611,1080
trike44,hub2,335,1040
trike45,hub1,501,1080
trike46,hub1,374,1080
trike47,hub1,290,1080
trike48,hub1,391,1080
trike49,hub1,489,1080
trike50,hub1,317,1080
trike51,hub1,401,994
trike52,hub1,498,1080
trike53,hub1,367,1080
trike54,hub1,405,1080
trike55,hub1,477,1080
trike56,hub1,370,1080
trike57,hub1,366,1080
trike58,hub1,247,896
trike59,hub1,386,786
trike60,hub0,325,1080
trike61,hub0,407,1080
trike62,hub0,346,1080
trike63,hub0,321,1080
trike64,hub0,354,1008
