trike_id,hub_id,start_tick,end_tick
trike0,hub8,426,1080
trike1,hub8,432,1080
trike2,hub8,442,1080
trike3,hub8,361,1080
trike4,hub8,429,1080
trike5,hub8,350,1080
trike6,hub8,512,1045
trike7,hub8,435,1080
trike8,hub8,576,1068
trike9,hub8,437,1080
trike10,hub7,580,1080
trike11,hub7,351,1080
trike12,hub7,282,1080
trike13,hub7,417,1080
trike14,hub7,344,1080
trike15,hub6,457,1080
trike16,hub6,468,1080
trike17,hub6,373,1080
trike18,hub6,422,1069
trike19,hub6,400,1080
trike20,hub5,521,1070
trike21,hub5,484,1080
trike22,hub5,377,1080
trike23,hub5,348,1080
trike24,hub5,341,1080
trike25,hub5,298,1080
trike26,hub5,529,563
trike27,hub5,347,1080
trike28,hub5,322,1080
trike29,hub5,407,1080
trike30,hub4,264,1080
trike31,hub4,345,1080
trike32,hub4,281,1080
trike33,hub4,453,1080
trike34,hub4,379,1000
trike35,hub3,467,1080
trike36,hub3,320,1080
trike37,hub3,437,1080
trike38,hub3,396,1080
trike39,hub3,500,1080
trike40,hub2,401,1080
trike41,hub2,368,1080
trike42,hub2,381,1080
trike43,hub2,301,1080
trike44,hub2,434,995
trike45,hub1,389,1080
trike46,hub1,418,1080
trike47,hub1,378,1054
trike48,hub1,305,1080
trike49,hub1,321,1080
trike50,hub1,425,1080
trike51,hub1,413,779
trike52,hub1,401,1080
trike53,hub1,328,1024
trike54,hub1,316,1080
trike55,hub1,373,1080
trike56,hub1,392,1080
trike57,hub1,433,1046
trike58,hub1,325,792
trike59,hub1,439,1080
trike60,hub0,354,1080
trike61,hub0,382,1080
trike62,hub0,359,1066
trike63,hub0,358,1024
trike64,hub0,401,1080
