trike_id,hub_id,start_tick,end_tick
trike0,hub8,318,1080
trike1,hub8,513,1080
trike2,hub8,430,1080
trike3,hub8,352,1080
trike4,hub8,328,1080
trike5,hub8,398,1080
trike6,hub8,370,1080
trike7,hub8,469,1026
trike8,hub8,368,1021
trike9,hub8,452,1080
trike10,hub7,379,1080
trike11,hub7,391,1080
trike12,hub7,354,1080
trike13,hub7,488,1080
trike14,hub7,441,1038
trike15,hub6,474,1080
trike16,hub6,392,1080
trike17,hub6,346,1080
trike18,hub6,533,1080
trike19,hub6,414,1080
trike20,hub5,384,1080
trike21,hub5,370,1080
trike22,hub5,335,1001
trike23,hub5,322,671
trike24,hub5,426,1080
trike25,hub5,280,1080
trike26,hub5,303,973
trike27,hub5,436,1068
trike28,hub5,401,1035
trike29,hub5,326,1080
trike30,hub4,397,878
trike31,hub4,361,1080
trike32,hub4,448,1080
trike33,hub4,314,1033
trike34,hub4,432,1045
trike35,hub3,325,1080
trike36,hub3,353,1061
trike37,hub3,463,1080
trike38,hub3,364,1080
trike39,hub3,399,1080
trike40,hub2,444,1080
trike41,hub2,387,1080
trike42,hub2,540,1080
trike43,hub2,560,1080
trike44,hub2,488,1028
trike45,hub1,321,1080
trike46,hub1,297,1080
trike47,hub1,383,1073
trike48,hub1,572,905
trike49,hub1,370,1080
trike50,hub1,310,1080
trike51,hub1,502,1080
trike52,hub1,389,1069
trike53,hub1,352,1080
trike54,hub1,400,1080
trike55,hub1,391,1080
trike56,hub1,421,1080
trike57,hub1,357,966
trike58,hub1,488,1080
trike59,hub1,285,1080
trike60,hub0,364,1080
trike61,hub0,360,1080
trike62,hub0,352,1080
trike63,hub0,319,980
trike64,hub0,280,959
