trike_id,hub_id,start_tick,end_tick
trike0,hub8,278,1080
trike1,hub8,583,1080
trike2,hub8,506,1080
trike3,hub8,515,1080
trike4,hub8,484,1080
trike5,hub8,346,925
trike6,hub8,350,1080
trike7,hub8,516,1080
trike8,hub8,417,1080
trike9,hub8,356,753
trike10,hub7,320,1080
trike11,hub7,432,932
trike12,hub7,450,1080
trike13,hub7,389,1080
trike14,hub7,371,1080
trike15,hub6,299,1022
trike16,hub6,358,816
trike17,hub6,423,971
trike18,hub6,543,1080
trike19,hub6,402,1080
trike20,hub5,417,1080
trike21,hub5,515,1080
trike22,hub5,416,1080
trike23,hub5,473,1080
trike24,hub5,288,1080
trike25,hub5,500,1080
trike26,hub5,367,1080
trike27,hub5,388,1080
trike28,hub5,257,1001
trike29,hub5,358,1080
trike30,hub4,524,1080
trike31,hub4,533,1080
trike32,hub4,396,1080
trike33,hub4,373,1080
trike34,hub4,333,781
trike35,hub3,350,1080
trike36,hub3,329,1080
trike37,hub3,367,1080
trike38,hub3,322,1080
trike39,hub3,393,933
trike40,hub2,456,1080
trike41,hub2,381,1080
trike42,hub2,368,1046
trike43,hub2,547,1080
trike44,hub2,462,1080
trike45,hub1,350,1056
trike46,hub1,422,1080
trike47,hub1,321,1036
trike48,hub1,449,1080
trike49,hub1,414,1080
trike50,hub1,268,1080
trike51,hub1,307,1080
trike52,hub1,503,1080
trike53,hub1,402,1080
trike54,hub1,249,1080
trike55,hub1,359,1080
trike56,hub1,360,945
trike57,hub1,327,1080
trike58,hub1,372,1080
trike59,hub1,299,1080
trike60,hub0,500,1080
trike61,hub0,316,1075
trike62,hub0,417,1073
trike63,hub0,325,1080
trike64,hub0,270,1080
