trike_id,hub_id,start_tick,end_tick
trike0,hub8,236,1080
trike1,hub8,369,1080
trike2,hub8,392,500
trike3,hub8,341,1080
trike4,hub8,327,1080
trike5,hub8,378,1052
trike6,hub8,414,1080
trike7,hub8,375,1080
trike8,hub8,497,1080
trike9,hub8,418,1080
trike10,hub7,380,1080
trike11,hub7,298,1080
trike12,hub7,497,668
trike13,hub7,351,1080
trike14,hub7,400,1080
trike15,hub6,361,1005
trike16,hub6,414,1080
trike17,hub6,514,1080
trike18,hub6,445,1080
trike19,hub6,502,1055
trike20,hub5,359,1080
trike21,hub5,405,1080
trike22,hub5,360,1080
trike23,hub5,678,1080
trike24,hub5,462,1080
trike25,hub5,345,1080
trike26,hub5,329,1080
trike27,hub5,394,1080
trike28,hub5,321,1080
trike29,hub5,469,1064
trike30,hub4,452,1080
trike31,hub4,443,1080
trike32,hub4,271,1080
trike33,hub4,373,1080
trike34,hub4,396,1080
trike35,hub3,464,1080
trike36,hub3,378,1080
trike37,hub3,421,1080
trike38,hub3,456,1080
trike39,hub3,370,1022
trike40,hub2,436,1080
trike41,hub2,593,1031
trike42,hub2,359,1080
trike43,hub2,458,1080
trike44,hub2,370,901
trike45,hub1,385,890
trike46,hub1,443,1080
trike47,hub1,583,1080
trike48,hub1,488,1080
trike49,hub1,395,973
trike50,hub1,640,1062
trike51,hub1,376,841
trike52,hub1,340,1080
trike53,hub1,304,1080
trike54,hub1,388,959
trike55,hub1,286,1080
trike56,hub1,418,1080
trike57,hub1,305,1080
trike58,hub1,445,1080
trike59,hub1,340,1080
trike60,hub0,419,1080
trike61,hub0,488,1080
trike62,hub0,298,1080
trike63,hub0,351,901
trike64,hub0,415,1080
