trike_id,hub_id,start_tick,end_tick
trike0,hub8,303,1080
trike1,hub8,369,1080
trike2,hub8,365,927
trike3,hub8,359,1080
trike4,hub8,375,1080
trike5,hub8,429,1080
trike6,hub8,445,1080
trike7,hub8,505,1080
trike8,hub8,336,1080
trike9,hub8,379,1080
trike10,hub7,365,1056
trike11,hub7,415,1080
trike12,hub7,342,1080
trike13,hub7,397,1080
trike14,hub7,458,1080
trike15,hub6,431,1080
trike16,hub6,430,1080
trike17,hub6,377,781
trike18,hub6,428,1080
trike19,hub6,346,1080
trike20,hub5,343,1020
trike21,hub5,406,1071
trike22,hub5,220,1080
trike23,hub5,487,1080
trike24,hub5,266,1080
trike25,hub5,477,1080
trike26,hub5,321,1080
trike27,hub5,256,1080
trike28,hub5,485,1080
trike29,hub5,317,1080
trike30,hub4,381,837
trike31,hub4,332,1080
trike32,hub4,306,1080
trike33,hub4,387,1080
trike34,hub4,461,1080
trike35,hub3,274,1080
trike36,hub3,444,373
trike37,hub3,654,1080
trike38,hub3,499,1080
trike39,hub3,323,1080
trike40,hub2,487,1044
trike41,hub2,410,1072
trike42,hub2,403,963
trike43,hub2,383,1080
trike44,hub2,464,1080
trike45,hub1,484,863
trike46,hub1,570,1080
trike47,hub1,562,1080
trike48,hub1,430,1080
trike49,hub1,418,616
trike50,hub1,382,1080
trike51,hub1,267,1080
trike52,hub1,368,1080
trike53,hub1,425,805
trike54,hub1,349,1080
trike55,hub1,448,997
trike56,hub1,318,1080
trike57,hub1,422,1080
trike58,hub1,416,1080
trike59,hub1,486,1080
trike60,hub0,506,1080
trike61,hub0,464,1080
trike62,hub0,576,1052
trike63,hub0,472,1080
trike64,hub0,357,1080
